StateVec,Action,Reward,SLAMet,CPUCost,Source
"[143.56, 0.89725]",2.0,0,NO,143.56,FCFS
"[163.44, 1.0215]",2.0,0,NO,163.44,RoundRobin
"[88.05, 1.100625]",0.0,1,YES,88.05,RoundRobin
"[164.1, 1.025625]",2.0,0,NO,164.1,RoundRobin
"[93.78, 1.17225]",0.0,1,YES,93.78,XGBoost
"[86.81, 1.085125]",0.0,1,YES,86.81,XGBoost
"[79.41, 0.992625]",0.0,1,YES,79.41,FCFS
"[75.72, 0.9465]",0.0,1,YES,75.72,RoundRobin
"[137.535, 1.146125]",1.0,0,NO,137.535,RoundRobin
"[78.52, 0.9815]",0.0,1,YES,78.52,FCFS
"[127.005, 1.058375]",1.0,0,NO,127.005,RoundRobin
"[67, 15502, 69, 27, 2]",0.0,1,YES,9.02,Original
"[166.38, 1.039875]",2.0,1,YES,166.38,XGBoost
"[74.74, 0.93425]",0.0,1,YES,74.74,RoundRobin
"[94.97, 1.187125]",0.0,1,YES,94.97,RoundRobin
"[88.63, 1.107875]",0.0,1,YES,88.63,XGBoost
"[76.65, 0.958125]",0.0,1,YES,76.65,XGBoost
"[74.86, 0.93575]",0.0,1,YES,74.86,FCFS
"[72.58, 0.90725]",0.0,1,YES,72.58,XGBoost
"[95.91, 1.198875]",0.0,1,YES,95.91,XGBoost
"[94.72, 1.184]",0.0,1,YES,94.72,RoundRobin
"[51, 1575, 64, 35, 3]",0.0,1,YES,5.66,Original
"[162.06, 1.012875]",2.0,1,YES,162.06,XGBoost
"[83.45, 1.043125]",0.0,1,YES,83.45,XGBoost
"[96.45, 1.205625]",0.0,1,YES,96.45,FCFS
"[97.56, 1.2195]",0.0,1,YES,97.56,FCFS
"[178.32, 1.1145]",2.0,0,NO,178.32,FCFS
"[73.29, 0.916125]",0.0,1,YES,73.29,RoundRobin
"[181.34, 1.133375]",2.0,0,NO,181.34,FCFS
"[196.36, 1.22725]",2.0,1,YES,196.36,XGBoost
"[88.86, 1.11075]",0.0,1,YES,88.86,XGBoost
"[98.14, 1.22675]",0.0,1,YES,98.14,XGBoost
"[91.06, 1.13825]",0.0,1,YES,91.06,RoundRobin
"[140.16, 1.168]",1.0,0,NO,140.16,RoundRobin
"[117.675, 0.980625]",1.0,0,NO,117.675,FCFS
"[168.68, 1.05425]",2.0,1,YES,168.68,XGBoost
"[81.26, 1.01575]",0.0,1,YES,81.26,FCFS
"[177.22, 1.107625]",2.0,0,NO,177.22,FCFS
"[181.48, 1.13425]",2.0,0,NO,181.48,FCFS
"[148.82, 0.930125]",2.0,0,NO,148.82,RoundRobin
"[155.74, 0.973375]",2.0,0,NO,155.74,XGBoost
"[130.575, 1.088125]",1.0,0,NO,130.575,RoundRobin
"[82.46, 1.03075]",0.0,1,YES,82.46,FCFS
"[75.65, 0.945625]",0.0,1,YES,75.65,XGBoost
"[84.04, 1.0505]",0.0,1,YES,84.04,RoundRobin
"[108.06, 0.9005]",1.0,0,NO,108.06,FCFS
"[151.34, 0.945875]",2.0,0,NO,151.34,XGBoost
"[81.28, 1.016]",0.0,1,YES,81.28,XGBoost
"[72.19, 0.902375]",0.0,1,YES,72.19,RoundRobin
"[123.435, 1.028625]",1.0,0,NO,123.435,FCFS
"[188.9, 1.180625]",2.0,1,YES,188.9,XGBoost
"[131.07, 1.09225]",1.0,0,NO,131.07,FCFS
"[126.855, 1.057125]",1.0,0,NO,126.855,FCFS
"[151.5, 0.946875]",2.0,0,NO,151.5,FCFS
"[99.68, 1.246]",0.0,1,YES,99.68,RoundRobin
"[91.6, 1.145]",0.0,1,YES,91.6,XGBoost
"[87.73, 1.096625]",0.0,1,YES,87.73,XGBoost
"[168.54, 1.053375]",2.0,0,NO,168.54,FCFS
"[94.17, 1.177125]",0.0,1,YES,94.17,XGBoost
"[74.72, 0.934]",0.0,1,YES,74.72,RoundRobin
"[189.22, 1.182625]",2.0,0,NO,189.22,RoundRobin
"[186.54, 1.165875]",2.0,0,NO,186.54,RoundRobin
"[88.69, 1.108625]",0.0,1,YES,88.69,XGBoost
"[136.725, 1.139375]",1.0,0,NO,136.725,FCFS
"[94.46, 1.18075]",0.0,1,YES,94.46,XGBoost
"[199.56, 1.24725]",2.0,0,NO,199.56,FCFS
"[135.945, 1.132875]",1.0,0,NO,135.945,FCFS
"[189.58, 1.184875]",2.0,1,YES,189.58,XGBoost
"[74.3, 0.92875]",0.0,1,YES,74.3,XGBoost
"[77.74, 0.97175]",0.0,1,YES,77.74,XGBoost
"[33, 4549, 30, 26, 1]",0.0,1,YES,8.44,Original
"[71.84, 0.898]",0.0,1,YES,71.84,RoundRobin
"[91.71, 1.146375]",0.0,1,YES,91.71,XGBoost
"[116.775, 0.973125]",1.0,0,NO,116.775,FCFS
"[120.945, 1.007875]",1.0,0,NO,120.945,RoundRobin
"[70.81, 0.885125]",0.0,1,YES,70.81,FCFS
"[85.17, 1.064625]",0.0,1,YES,85.17,FCFS
"[76.81, 0.960125]",0.0,1,YES,76.81,XGBoost
"[140.265, 1.168875]",1.0,0,NO,140.265,FCFS
"[133.275, 1.110625]",1.0,0,NO,133.275,RoundRobin
"[41, 13956, 84, 27, 3]",1.0,1,YES,3.46,Original
"[70.81, 0.885125]",0.0,1,YES,70.81,XGBoost
"[163.54, 1.022125]",2.0,0,NO,163.54,RoundRobin
"[190.82, 1.192625]",2.0,1,YES,190.82,XGBoost
"[147.42, 0.921375]",2.0,0,NO,147.42,RoundRobin
"[127.77, 1.06475]",1.0,0,NO,127.77,FCFS
"[83, 5041, 24, 9, 1]",1.0,1,YES,4.23,Original
"[144.6, 1.205]",1.0,0,NO,144.6,RoundRobin
"[80.45, 1.005625]",0.0,1,YES,80.45,RoundRobin
"[72.86, 0.91075]",0.0,1,YES,72.86,XGBoost
"[77.85, 0.973125]",0.0,1,YES,77.85,XGBoost
"[92.64, 1.158]",0.0,1,YES,92.64,XGBoost
"[119.82, 0.9985]",1.0,0,NO,119.82,FCFS
"[159.88, 0.99925]",2.0,0,NO,159.88,RoundRobin
"[85.8, 1.0725]",0.0,1,YES,85.8,RoundRobin
"[124.5, 1.0375]",1.0,0,NO,124.5,RoundRobin
"[76.65, 0.958125]",0.0,1,YES,76.65,XGBoost
"[74.24, 0.928]",0.0,1,YES,74.24,XGBoost
"[84.71, 1.058875]",0.0,1,YES,84.71,FCFS
"[71.14, 0.88925]",0.0,1,YES,71.14,XGBoost
"[96.46, 1.20575]",0.0,1,YES,96.46,XGBoost
"[148.605, 1.238375]",1.0,0,NO,148.605,FCFS
"[122.97, 1.02475]",1.0,0,NO,122.97,FCFS
"[91.13, 1.139125]",0.0,1,YES,91.13,XGBoost
"[140.61, 1.17175]",1.0,0,NO,140.61,RoundRobin
"[76.52, 0.9565]",0.0,1,YES,76.52,RoundRobin
"[159.48, 0.99675]",2.0,0,NO,159.48,FCFS
"[82.11, 1.026375]",0.0,1,YES,82.11,RoundRobin
"[197.6, 1.235]",2.0,1,YES,197.6,XGBoost
"[87.08, 1.0885]",0.0,1,YES,87.08,RoundRobin
"[81.26, 1.01575]",0.0,1,YES,81.26,RoundRobin
"[145.77, 1.21475]",1.0,0,NO,145.77,FCFS
"[194.94, 1.218375]",2.0,0,NO,194.94,FCFS
"[119.04, 0.992]",1.0,0,NO,119.04,FCFS
"[68, 1776, 66, 44, 1]",1.0,1,YES,4.2,Original
"[150.44, 0.94025]",2.0,0,NO,150.44,XGBoost
"[86.7, 1.08375]",0.0,1,YES,86.7,XGBoost
"[84.09, 1.051125]",0.0,1,YES,84.09,XGBoost
"[78.22, 0.97775]",0.0,1,YES,78.22,FCFS
"[71.26, 0.89075]",0.0,1,YES,71.26,FCFS
"[95.5, 1.19375]",0.0,1,YES,95.5,XGBoost
"[85.11, 1.063875]",0.0,1,YES,85.11,XGBoost
"[121.815, 1.015125]",1.0,0,NO,121.815,RoundRobin
"[81.14, 1.01425]",0.0,1,YES,81.14,FCFS
"[54, 1668, 15, 14, 2]",0.0,1,YES,6.42,Original
"[113.58, 0.9465]",1.0,0,NO,113.58,RoundRobin
"[129.75, 1.08125]",1.0,0,NO,129.75,FCFS
"[71.12, 0.889]",0.0,1,YES,71.12,XGBoost
"[89.16, 1.1145]",0.0,1,YES,89.16,XGBoost
"[79, 8573, 74, 28, 1]",0.0,1,YES,7.55,Original
"[90, 964, 13, 12, 1]",0.0,1,YES,8.36,Original
"[112.41, 0.93675]",1.0,0,NO,112.41,FCFS
"[141.22, 0.882625]",2.0,0,NO,141.22,FCFS
"[184.6, 1.15375]",2.0,1,YES,184.6,XGBoost
"[152.42, 0.952625]",2.0,0,NO,152.42,FCFS
"[155.3, 0.970625]",2.0,0,NO,155.3,RoundRobin
"[147.88, 0.92425]",2.0,0,NO,147.88,RoundRobin
"[113.805, 0.948375]",1.0,0,NO,113.805,FCFS
"[97.78, 1.22225]",0.0,1,YES,97.78,XGBoost
"[77.66, 0.97075]",0.0,1,YES,77.66,FCFS
"[98.08, 1.226]",0.0,1,YES,98.08,XGBoost
"[187.1, 1.169375]",2.0,0,NO,187.1,FCFS
"[92.27, 1.153375]",0.0,1,YES,92.27,RoundRobin
"[95.3, 1.19125]",0.0,1,YES,95.3,XGBoost
"[78.94, 0.98675]",0.0,1,YES,78.94,XGBoost
"[181.68, 1.1355]",2.0,0,NO,181.68,FCFS
"[84.15, 1.051875]",0.0,1,YES,84.15,RoundRobin
"[105.885, 0.882375]",1.0,0,NO,105.885,FCFS
"[89.43, 1.117875]",0.0,1,YES,89.43,XGBoost
"[81.43, 1.017875]",0.0,1,YES,81.43,XGBoost
"[66, 3008, 42, 41, 1]",1.0,1,YES,3.66,Original
"[147.225, 1.226875]",1.0,0,NO,147.225,FCFS
"[149.565, 1.246375]",1.0,0,NO,149.565,FCFS
"[115.2, 0.96]",1.0,0,NO,115.2,RoundRobin
"[80, 5707, 52, 27, 2]",1.0,1,YES,2.21,Original
"[42, 1047, 35, 11, 2]",1.0,1,YES,3.49,Original
"[153.04, 0.9565]",2.0,0,NO,153.04,XGBoost
"[177.64, 1.11025]",2.0,0,NO,177.64,RoundRobin
"[74.63, 0.932875]",0.0,1,YES,74.63,RoundRobin
"[122.25, 1.01875]",1.0,0,NO,122.25,FCFS
"[185.88, 1.16175]",2.0,1,YES,185.88,XGBoost
"[182.96, 1.1435]",2.0,0,NO,182.96,RoundRobin
"[154.12, 0.96325]",2.0,0,NO,154.12,RoundRobin
"[87.61, 1.095125]",0.0,1,YES,87.61,XGBoost
"[186.24, 1.164]",2.0,0,NO,186.24,RoundRobin
"[148.72, 0.9295]",2.0,0,NO,148.72,XGBoost
"[92.83, 1.160375]",0.0,1,YES,92.83,RoundRobin
"[76.17, 0.952125]",0.0,1,YES,76.17,XGBoost
"[86.36, 1.0795]",0.0,1,YES,86.36,XGBoost
"[81.18, 1.01475]",0.0,1,YES,81.18,XGBoost
"[70.82, 0.88525]",0.0,1,YES,70.82,XGBoost
"[58, 2096, 86, 26, 3]",1.0,1,YES,2.48,Original
"[40, 5177, 44, 17, 2]",1.0,1,YES,2.02,Original
"[119.76, 0.998]",1.0,0,NO,119.76,FCFS
"[93.46, 1.16825]",0.0,1,YES,93.46,RoundRobin
"[95.45, 1.193125]",0.0,1,YES,95.45,RoundRobin
"[80.55, 1.006875]",0.0,1,YES,80.55,RoundRobin
"[90.53, 1.131625]",0.0,1,YES,90.53,RoundRobin
"[179.06, 1.119125]",2.0,0,NO,179.06,FCFS
"[140.84, 0.88025]",2.0,0,NO,140.84,FCFS
"[86.92, 1.0865]",0.0,1,YES,86.92,FCFS
"[77.55, 0.969375]",0.0,1,YES,77.55,XGBoost
"[184.72, 1.1545]",2.0,0,NO,184.72,RoundRobin
"[150.36, 0.93975]",2.0,0,NO,150.36,FCFS
"[196.3, 1.226875]",2.0,1,YES,196.3,XGBoost
"[179.16, 1.11975]",2.0,0,NO,179.16,FCFS
"[160.94, 1.005875]",2.0,1,YES,160.94,XGBoost
"[72.28, 0.9035]",0.0,1,YES,72.28,RoundRobin
"[105.465, 0.878875]",1.0,0,NO,105.465,FCFS
"[86.43, 1.080375]",0.0,1,YES,86.43,FCFS
"[85.12, 1.064]",0.0,1,YES,85.12,FCFS
"[81.25, 1.015625]",0.0,1,YES,81.25,XGBoost
"[196.18, 1.226125]",2.0,0,NO,196.18,FCFS
"[86.53, 1.081625]",0.0,1,YES,86.53,XGBoost
"[159.02, 0.993875]",2.0,0,NO,159.02,FCFS
"[115.68, 0.964]",1.0,0,NO,115.68,RoundRobin
"[108.03, 0.90025]",1.0,0,NO,108.03,FCFS
"[87.86, 1.09825]",0.0,1,YES,87.86,XGBoost
"[181.2, 1.1325]",2.0,0,NO,181.2,RoundRobin
"[81.64, 1.0205]",0.0,1,YES,81.64,FCFS
"[159.06, 0.994125]",2.0,0,NO,159.06,FCFS
"[172.54, 1.078375]",2.0,1,YES,172.54,XGBoost
"[91.86, 1.14825]",0.0,1,YES,91.86,XGBoost
"[128.115, 1.067625]",1.0,0,NO,128.115,RoundRobin
"[99.55, 1.244375]",0.0,1,YES,99.55,RoundRobin
"[149.32, 0.93325]",2.0,0,NO,149.32,RoundRobin
"[165.9, 1.036875]",2.0,0,NO,165.9,RoundRobin
"[157.6, 0.985]",2.0,0,NO,157.6,FCFS
"[187.54, 1.172125]",2.0,0,NO,187.54,FCFS
"[110.64, 0.922]",1.0,0,NO,110.64,FCFS
"[50, 3075, 35, 21, 3]",0.0,1,YES,9.02,Original
"[192.74, 1.204625]",2.0,0,NO,192.74,RoundRobin
"[143.42, 0.896375]",2.0,0,NO,143.42,RoundRobin
"[196.6, 1.22875]",2.0,0,NO,196.6,FCFS
"[134.25, 1.11875]",1.0,0,NO,134.25,RoundRobin
"[149.74, 0.935875]",2.0,0,NO,149.74,RoundRobin
"[95.0, 1.1875]",0.0,1,YES,95.0,FCFS
"[196.26, 1.226625]",2.0,0,NO,196.26,FCFS
"[80.29, 1.003625]",0.0,1,YES,80.29,XGBoost
"[90.87, 1.135875]",0.0,1,YES,90.87,XGBoost
"[81.98, 1.02475]",0.0,1,YES,81.98,XGBoost
"[73.45, 0.918125]",0.0,1,YES,73.45,XGBoost
"[134.145, 1.117875]",1.0,0,NO,134.145,FCFS
"[172.3, 1.076875]",2.0,0,NO,172.3,RoundRobin
"[125.22, 1.0435]",1.0,0,NO,125.22,RoundRobin
"[141.75, 1.18125]",1.0,0,NO,141.75,FCFS
"[89.88, 1.1235]",0.0,1,YES,89.88,XGBoost
"[35, 2966, 10, 33, 2]",1.0,1,YES,1.6,Original
"[71, 14668, 69, 11, 2]",0.0,1,YES,5.14,Original
"[184.64, 1.154]",2.0,0,NO,184.64,FCFS
"[123.84, 1.032]",1.0,0,NO,123.84,FCFS
"[70.66, 0.88325]",0.0,1,YES,70.66,RoundRobin
"[73.12, 0.914]",0.0,1,YES,73.12,RoundRobin
"[90.35, 1.129375]",0.0,1,YES,90.35,RoundRobin
"[81.37, 1.017125]",0.0,1,YES,81.37,XGBoost
"[84.19, 1.052375]",0.0,1,YES,84.19,FCFS
"[185.28, 1.158]",2.0,1,YES,185.28,XGBoost
"[134.55, 1.12125]",1.0,0,NO,134.55,FCFS
"[95.26, 1.19075]",0.0,1,YES,95.26,XGBoost
"[70.81, 0.885125]",0.0,1,YES,70.81,XGBoost
"[78.03, 0.975375]",0.0,1,YES,78.03,XGBoost
"[92.49, 1.156125]",0.0,1,YES,92.49,RoundRobin
"[181.72, 1.13575]",2.0,0,NO,181.72,RoundRobin
"[117.09, 0.97575]",1.0,0,NO,117.09,FCFS
"[70.11, 0.876375]",0.0,1,YES,70.11,XGBoost
"[183.24, 1.14525]",2.0,0,NO,183.24,FCFS
"[136.53, 1.13775]",1.0,0,NO,136.53,FCFS
"[176.84, 1.10525]",2.0,0,NO,176.84,FCFS
"[76.79, 0.959875]",0.0,1,YES,76.79,XGBoost
"[117.36, 0.978]",1.0,0,NO,117.36,FCFS
"[128.385, 1.069875]",1.0,0,NO,128.385,FCFS
"[116.04, 0.967]",1.0,0,NO,116.04,FCFS
"[108.465, 0.903875]",1.0,0,NO,108.465,RoundRobin
"[70.46, 0.88075]",0.0,1,YES,70.46,RoundRobin
"[185.68, 1.1605]",2.0,0,NO,185.68,RoundRobin
"[77.0, 0.9625]",0.0,1,YES,77.0,XGBoost
"[140.92, 0.88075]",2.0,0,NO,140.92,XGBoost
"[76.13, 0.951625]",0.0,1,YES,76.13,XGBoost
"[59, 13125, 58, 43, 2]",0.0,1,YES,5.23,Original
"[74.92, 0.9365]",0.0,1,YES,74.92,RoundRobin
"[95.57, 1.194625]",0.0,1,YES,95.57,XGBoost
"[160.98, 1.006125]",2.0,0,NO,160.98,RoundRobin
"[58, 14549, 34, 26, 1]",1.0,1,YES,3.15,Original
"[90.54, 1.13175]",0.0,1,YES,90.54,XGBoost
"[163.22, 1.020125]",2.0,0,NO,163.22,RoundRobin
"[118.65, 0.98875]",1.0,0,NO,118.65,FCFS
"[196.92, 1.23075]",2.0,1,YES,196.92,XGBoost
"[157.76, 0.986]",2.0,0,NO,157.76,RoundRobin
"[145.44, 0.909]",2.0,0,NO,145.44,XGBoost
"[79.81, 0.997625]",0.0,1,YES,79.81,RoundRobin
"[72.54, 0.90675]",0.0,1,YES,72.54,XGBoost
"[80.6, 1.0075]",0.0,1,YES,80.6,XGBoost
"[176.8, 1.105]",2.0,1,YES,176.8,XGBoost
"[115.875, 0.965625]",1.0,0,NO,115.875,FCFS
"[74.0, 0.925]",0.0,1,YES,74.0,RoundRobin
"[82.49, 1.031125]",0.0,1,YES,82.49,RoundRobin
"[155.6, 0.9725]",2.0,0,NO,155.6,RoundRobin
"[92.15, 1.151875]",0.0,1,YES,92.15,XGBoost
"[176.38, 1.102375]",2.0,1,YES,176.38,XGBoost
"[174.66, 1.091625]",2.0,0,NO,174.66,RoundRobin
"[148.68, 1.239]",1.0,0,NO,148.68,RoundRobin
"[81.1, 1.01375]",0.0,1,YES,81.1,XGBoost
"[97.41, 1.217625]",0.0,1,YES,97.41,XGBoost
"[77.62, 0.97025]",0.0,1,YES,77.62,XGBoost
"[93.93, 1.174125]",0.0,1,YES,93.93,XGBoost
"[179.7, 1.123125]",2.0,0,NO,179.7,FCFS
"[108.585, 0.904875]",1.0,0,NO,108.585,RoundRobin
"[97.86, 1.22325]",0.0,1,YES,97.86,RoundRobin
"[97.95, 1.224375]",0.0,1,YES,97.95,RoundRobin
"[168.74, 1.054625]",2.0,1,YES,168.74,XGBoost
"[87.03, 1.087875]",0.0,1,YES,87.03,FCFS
"[78.34, 0.97925]",0.0,1,YES,78.34,RoundRobin
"[130.005, 1.083375]",1.0,0,NO,130.005,RoundRobin
"[133.59, 1.11325]",1.0,0,NO,133.59,FCFS
"[80.66, 1.00825]",0.0,1,YES,80.66,FCFS
"[141.465, 1.178875]",1.0,0,NO,141.465,RoundRobin
"[124.5, 1.0375]",1.0,0,NO,124.5,RoundRobin
"[116.385, 0.969875]",1.0,0,NO,116.385,FCFS
"[119.505, 0.995875]",1.0,0,NO,119.505,RoundRobin
"[131.22, 1.0935]",1.0,0,NO,131.22,RoundRobin
"[83.8, 1.0475]",0.0,1,YES,83.8,RoundRobin
"[35, 6707, 55, 25, 3]",1.0,1,YES,3.39,Original
"[143.78, 0.898625]",2.0,0,NO,143.78,RoundRobin
"[56, 11303, 9, 13, 3]",0.0,1,YES,6.47,Original
"[146.355, 1.219625]",1.0,0,NO,146.355,RoundRobin
"[111.855, 0.932125]",1.0,0,NO,111.855,FCFS
"[91.24, 1.1405]",0.0,1,YES,91.24,RoundRobin
"[126.72, 1.056]",1.0,0,NO,126.72,RoundRobin
"[114.525, 0.954375]",1.0,0,NO,114.525,RoundRobin
"[83.27, 1.040875]",0.0,1,YES,83.27,XGBoost
"[156.54, 0.978375]",2.0,0,NO,156.54,RoundRobin
"[176.68, 1.10425]",2.0,0,NO,176.68,RoundRobin
"[79.3, 0.99125]",0.0,1,YES,79.3,RoundRobin
"[90.75, 1.134375]",0.0,1,YES,90.75,XGBoost
"[77.28, 0.966]",0.0,1,YES,77.28,XGBoost
"[117.255, 0.977125]",1.0,0,NO,117.255,RoundRobin
"[189.6, 1.185]",2.0,0,NO,189.6,FCFS
"[182.84, 1.14275]",2.0,1,YES,182.84,XGBoost
"[91.17, 1.139625]",0.0,1,YES,91.17,XGBoost
"[90.11, 1.126375]",0.0,1,YES,90.11,XGBoost
"[142.695, 1.189125]",1.0,0,NO,142.695,RoundRobin
"[123.855, 1.032125]",1.0,0,NO,123.855,RoundRobin
"[89.33, 1.116625]",0.0,1,YES,89.33,XGBoost
"[148.74, 1.2395]",1.0,0,NO,148.74,FCFS
"[76.45, 0.955625]",0.0,1,YES,76.45,XGBoost
"[146.01, 1.21675]",1.0,0,NO,146.01,FCFS
"[136.92, 1.141]",1.0,0,NO,136.92,FCFS
"[84.21, 1.052625]",0.0,1,YES,84.21,XGBoost
"[113.175, 0.943125]",1.0,0,NO,113.175,FCFS
"[96.69, 1.208625]",0.0,1,YES,96.69,RoundRobin
"[133.74, 1.1145]",1.0,0,NO,133.74,RoundRobin
"[121.89, 1.01575]",1.0,0,NO,121.89,RoundRobin
"[183.44, 1.1465]",2.0,0,NO,183.44,RoundRobin
"[99.79, 1.247375]",0.0,1,YES,99.79,XGBoost
"[161.62, 1.010125]",2.0,0,NO,161.62,RoundRobin
"[96.84, 1.2105]",0.0,1,YES,96.84,XGBoost
"[79.19, 0.989875]",0.0,1,YES,79.19,XGBoost
"[39, 1166, 99, 22, 1]",1.0,1,YES,2.98,Original
"[74.52, 0.9315]",0.0,1,YES,74.52,FCFS
"[182.74, 1.142125]",2.0,1,YES,182.74,XGBoost
"[74.24, 0.928]",0.0,1,YES,74.24,XGBoost
"[196.32, 1.227]",2.0,0,NO,196.32,RoundRobin
"[130.245, 1.085375]",1.0,0,NO,130.245,FCFS
"[123.45, 1.02875]",1.0,0,NO,123.45,RoundRobin
"[85.57, 1.069625]",0.0,1,YES,85.57,RoundRobin
"[170.18, 1.063625]",2.0,1,YES,170.18,XGBoost
"[85.58, 1.06975]",0.0,1,YES,85.58,FCFS
"[83.67, 1.045875]",0.0,1,YES,83.67,RoundRobin
"[138.21, 1.15175]",1.0,0,NO,138.21,FCFS
"[84.37, 1.054625]",0.0,1,YES,84.37,RoundRobin
"[111.06, 0.9255]",1.0,0,NO,111.06,RoundRobin
"[94.89, 1.186125]",0.0,1,YES,94.89,XGBoost
"[142.98, 1.1915]",1.0,0,NO,142.98,RoundRobin
"[172.24, 1.0765]",2.0,0,NO,172.24,RoundRobin
"[135.855, 1.132125]",1.0,0,NO,135.855,FCFS
"[32, 9030, 59, 44, 1]",1.0,1,YES,4.74,Original
"[169.06, 1.056625]",2.0,0,NO,169.06,FCFS
"[166.5, 1.040625]",2.0,0,NO,166.5,RoundRobin
"[83.34, 1.04175]",0.0,1,YES,83.34,XGBoost
"[162.48, 1.0155]",2.0,0,NO,162.48,FCFS
"[182.72, 1.142]",2.0,0,NO,182.72,RoundRobin
"[145.56, 0.90975]",2.0,0,NO,145.56,RoundRobin
"[71.99, 0.899875]",0.0,1,YES,71.99,XGBoost
"[88.38, 1.10475]",0.0,1,YES,88.38,RoundRobin
"[97.95, 1.224375]",0.0,1,YES,97.95,FCFS
"[131.235, 1.093625]",1.0,0,NO,131.235,FCFS
"[86.38, 1.07975]",0.0,1,YES,86.38,XGBoost
"[172.84, 1.08025]",2.0,0,NO,172.84,FCFS
"[77.93, 0.974125]",0.0,1,YES,77.93,XGBoost
"[78.94, 0.98675]",0.0,1,YES,78.94,FCFS
"[153.22, 0.957625]",2.0,0,NO,153.22,XGBoost
"[72.84, 0.9105]",0.0,1,YES,72.84,FCFS
"[93.03, 1.162875]",0.0,1,YES,93.03,XGBoost
"[86.38, 1.07975]",0.0,1,YES,86.38,RoundRobin
"[162.0, 1.0125]",2.0,0,NO,162.0,FCFS
"[173.92, 1.087]",2.0,0,NO,173.92,RoundRobin
"[167.68, 1.048]",2.0,0,NO,167.68,RoundRobin
"[142.62, 0.891375]",2.0,0,NO,142.62,RoundRobin
"[73.03, 0.912875]",0.0,1,YES,73.03,RoundRobin
"[86.69, 1.083625]",0.0,1,YES,86.69,XGBoost
"[71.47, 0.893375]",0.0,1,YES,71.47,FCFS
"[93.57, 1.169625]",0.0,1,YES,93.57,XGBoost
"[82.54, 1.03175]",0.0,1,YES,82.54,RoundRobin
"[44, 8395, 77, 35, 1]",0.0,1,YES,7.59,Original
"[110.25, 0.91875]",1.0,0,NO,110.25,FCFS
"[86.29, 1.078625]",0.0,1,YES,86.29,XGBoost
"[88.16, 1.102]",0.0,1,YES,88.16,RoundRobin
"[122.925, 1.024375]",1.0,0,NO,122.925,FCFS
"[93.75, 1.171875]",0.0,1,YES,93.75,RoundRobin
"[135.81, 1.13175]",1.0,0,NO,135.81,RoundRobin
"[171.62, 1.072625]",2.0,1,YES,171.62,XGBoost
"[197.54, 1.234625]",2.0,0,NO,197.54,RoundRobin
"[164.96, 1.031]",2.0,0,NO,164.96,FCFS
"[156.1, 0.975625]",2.0,0,NO,156.1,RoundRobin
"[197.14, 1.232125]",2.0,1,YES,197.14,XGBoost
"[164.06, 1.025375]",2.0,0,NO,164.06,FCFS
"[114.03, 0.95025]",1.0,0,NO,114.03,RoundRobin
"[159.46, 0.996625]",2.0,0,NO,159.46,FCFS
"[73.44, 0.918]",0.0,1,YES,73.44,RoundRobin
"[118.275, 0.985625]",1.0,0,NO,118.275,RoundRobin
"[70.16, 0.877]",0.0,1,YES,70.16,XGBoost
"[73.09, 0.913625]",0.0,1,YES,73.09,FCFS
"[76.82, 0.96025]",0.0,1,YES,76.82,XGBoost
"[110.43, 0.92025]",1.0,0,NO,110.43,FCFS
"[57, 9721, 98, 10, 3]",0.0,1,YES,6.48,Original
"[93, 9317, 47, 20, 2]",1.0,1,YES,3.07,Original
"[154.94, 0.968375]",2.0,0,NO,154.94,XGBoost
"[78.35, 0.979375]",0.0,1,YES,78.35,RoundRobin
"[80.59, 1.007375]",0.0,1,YES,80.59,XGBoost
"[85.34, 1.06675]",0.0,1,YES,85.34,RoundRobin
"[98.93, 1.236625]",0.0,1,YES,98.93,RoundRobin
"[122.025, 1.016875]",1.0,0,NO,122.025,RoundRobin
"[83.17, 1.039625]",0.0,1,YES,83.17,FCFS
"[142.58, 0.891125]",2.0,0,NO,142.58,XGBoost
"[182.62, 1.141375]",2.0,0,NO,182.62,FCFS
"[107.955, 0.899625]",1.0,0,NO,107.955,FCFS
"[161.12, 1.007]",2.0,0,NO,161.12,RoundRobin
"[96.24, 1.203]",0.0,1,YES,96.24,RoundRobin
"[128.805, 1.073375]",1.0,0,NO,128.805,RoundRobin
"[113.475, 0.945625]",1.0,0,NO,113.475,RoundRobin
"[59, 8153, 96, 5, 2]",1.0,1,YES,3.49,Original
"[148.98, 0.931125]",2.0,0,NO,148.98,FCFS
"[142.665, 1.188875]",1.0,0,NO,142.665,FCFS
"[97.62, 1.22025]",0.0,1,YES,97.62,XGBoost
"[84.82, 1.06025]",0.0,1,YES,84.82,RoundRobin
"[147.48, 0.92175]",2.0,0,NO,147.48,XGBoost
"[84.02, 1.05025]",0.0,1,YES,84.02,XGBoost
"[30, 1306, 60, 37, 1]",1.0,1,YES,3.38,Original
"[88.12, 1.1015]",0.0,1,YES,88.12,XGBoost
"[69, 7668, 49, 22, 3]",0.0,1,YES,5.6,Original
"[172.14, 1.075875]",2.0,0,NO,172.14,RoundRobin
"[79.65, 0.995625]",0.0,1,YES,79.65,FCFS
"[98.6, 1.2325]",0.0,1,YES,98.6,RoundRobin
"[89, 5876, 61, 35, 1]",1.0,1,YES,4.64,Original
"[72.75, 0.909375]",0.0,1,YES,72.75,XGBoost
