StateVec,Action,Reward,SLAMet,CPUCost,Source
"[179.18, 1.119875]",2.0,0,NO,179.18,FCFS
"[74.1, 0.92625]",0.0,1,YES,74.1,XGBoost
"[163.82, 1.023875]",2.0,0,NO,163.82,RoundRobin
"[124.065, 1.033875]",1.0,0,NO,124.065,FCFS
"[166.74, 1.042125]",2.0,0,NO,166.74,RoundRobin
"[192.34, 1.202125]",2.0,0,NO,192.34,FCFS
"[186.42, 1.165125]",2.0,0,NO,186.42,RoundRobin
"[89.26, 1.11575]",0.0,1,YES,89.26,FCFS
"[138.255, 1.152125]",1.0,0,NO,138.255,FCFS
"[126.75, 1.05625]",1.0,0,NO,126.75,FCFS
"[174.04, 1.08775]",2.0,1,YES,174.04,XGBoost
"[98.47, 1.230875]",0.0,1,YES,98.47,RoundRobin
"[169.44, 1.059]",2.0,1,YES,169.44,XGBoost
"[86.81, 1.085125]",0.0,1,YES,86.81,RoundRobin
"[87.54, 1.09425]",0.0,1,YES,87.54,XGBoost
"[147.64, 0.92275]",2.0,0,NO,147.64,XGBoost
"[83, 3693, 88, 30, 1]",0.0,1,YES,5.71,Original
"[107.31, 0.89425]",1.0,0,NO,107.31,RoundRobin
"[140.98, 0.881125]",2.0,0,NO,140.98,RoundRobin
"[91.01, 1.137625]",0.0,1,YES,91.01,XGBoost
"[84.87, 1.060875]",0.0,1,YES,84.87,FCFS
"[97.91, 1.223875]",0.0,1,YES,97.91,XGBoost
"[150.6, 0.94125]",2.0,0,NO,150.6,RoundRobin
"[152.72, 0.9545]",2.0,0,NO,152.72,FCFS
"[145.12, 0.907]",2.0,0,NO,145.12,XGBoost
"[177.5, 1.109375]",2.0,0,NO,177.5,RoundRobin
"[32, 16354, 94, 5, 3]",0.0,1,YES,5.24,Original
"[119.07, 0.99225]",1.0,0,NO,119.07,FCFS
"[97.28, 1.216]",0.0,1,YES,97.28,XGBoost
"[84.57, 1.057125]",0.0,1,YES,84.57,XGBoost
"[94.33, 1.179125]",0.0,1,YES,94.33,XGBoost
"[70.3, 0.87875]",0.0,1,YES,70.3,RoundRobin
"[194.26, 1.214125]",2.0,0,NO,194.26,RoundRobin
"[82.46, 1.03075]",0.0,1,YES,82.46,XGBoost
"[85.72, 1.0715]",0.0,1,YES,85.72,XGBoost
"[118.695, 0.989125]",1.0,0,NO,118.695,FCFS
"[89.22, 1.11525]",0.0,1,YES,89.22,XGBoost
"[178.88, 1.118]",2.0,0,NO,178.88,RoundRobin
"[76.32, 0.954]",0.0,1,YES,76.32,RoundRobin
"[165.1, 1.031875]",2.0,0,NO,165.1,FCFS
"[84.2, 1.0525]",0.0,1,YES,84.2,XGBoost
"[77.22, 0.96525]",0.0,1,YES,77.22,XGBoost
"[97.45, 1.218125]",0.0,1,YES,97.45,RoundRobin
"[167.36, 1.046]",2.0,0,NO,167.36,FCFS
"[157.38, 0.983625]",2.0,0,NO,157.38,FCFS
"[84.83, 1.060375]",0.0,1,YES,84.83,XGBoost
"[81, 13873, 40, 23, 3]",0.0,1,YES,7.67,Original
"[192.94, 1.205875]",2.0,0,NO,192.94,FCFS
"[82.13, 1.026625]",0.0,1,YES,82.13,XGBoost
"[91.8, 1.1475]",0.0,1,YES,91.8,XGBoost
"[76.03, 0.950375]",0.0,1,YES,76.03,XGBoost
"[79.98, 0.99975]",0.0,1,YES,79.98,XGBoost
"[84.89, 1.061125]",0.0,1,YES,84.89,RoundRobin
"[73.85, 0.923125]",0.0,1,YES,73.85,XGBoost
"[86.77, 1.084625]",0.0,1,YES,86.77,XGBoost
"[150.38, 0.939875]",2.0,0,NO,150.38,FCFS
"[92.36, 1.1545]",0.0,1,YES,92.36,XGBoost
"[89.63, 1.120375]",0.0,1,YES,89.63,XGBoost
"[63, 14999, 38, 26, 2]",0.0,1,YES,7.81,Original
"[72.03, 0.900375]",0.0,1,YES,72.03,XGBoost
"[145.38, 0.908625]",2.0,0,NO,145.38,FCFS
"[174.8, 1.0925]",2.0,0,NO,174.8,RoundRobin
"[146.66, 0.916625]",2.0,0,NO,146.66,RoundRobin
"[120.51, 1.00425]",1.0,0,NO,120.51,FCFS
"[94.12, 1.1765]",0.0,1,YES,94.12,XGBoost
"[85.35, 1.066875]",0.0,1,YES,85.35,FCFS
"[188.32, 1.177]",2.0,0,NO,188.32,RoundRobin
"[77.16, 0.9645]",0.0,1,YES,77.16,RoundRobin
"[142.0, 0.8875]",2.0,0,NO,142.0,FCFS
"[90, 13059, 64, 45, 2]",1.0,1,YES,2.8,Original
"[73.7, 0.92125]",0.0,1,YES,73.7,FCFS
"[80.93, 1.011625]",0.0,1,YES,80.93,XGBoost
"[129.945, 1.082875]",1.0,0,NO,129.945,FCFS
"[99.71, 1.246375]",0.0,1,YES,99.71,FCFS
"[73.75, 0.921875]",0.0,1,YES,73.75,XGBoost
"[180.62, 1.128875]",2.0,1,YES,180.62,XGBoost
"[93.3, 1.16625]",0.0,1,YES,93.3,RoundRobin
"[93.17, 1.164625]",0.0,1,YES,93.17,RoundRobin
"[79, 14070, 49, 2, 2]",1.0,1,YES,2.89,Original
"[81.33, 1.016625]",0.0,1,YES,81.33,RoundRobin
"[128.205, 1.068375]",1.0,0,NO,128.205,FCFS
"[82.87, 1.035875]",0.0,1,YES,82.87,XGBoost
"[188.04, 1.17525]",2.0,0,NO,188.04,FCFS
"[177.52, 1.1095]",2.0,0,NO,177.52,FCFS
"[164.18, 1.026125]",2.0,1,YES,164.18,XGBoost
"[122.37, 1.01975]",1.0,0,NO,122.37,RoundRobin
"[82.69, 1.033625]",0.0,1,YES,82.69,RoundRobin
"[132.285, 1.102375]",1.0,0,NO,132.285,RoundRobin
"[161.86, 1.011625]",2.0,0,NO,161.86,FCFS
"[159.72, 0.99825]",2.0,0,NO,159.72,RoundRobin
"[117.81, 0.98175]",1.0,0,NO,117.81,RoundRobin
"[135.855, 1.132125]",1.0,0,NO,135.855,FCFS
"[147.825, 1.231875]",1.0,0,NO,147.825,RoundRobin
"[182.32, 1.1395]",2.0,0,NO,182.32,FCFS
"[115.545, 0.962875]",1.0,0,NO,115.545,FCFS
"[72.64, 0.908]",0.0,1,YES,72.64,XGBoost
"[90.19, 1.127375]",0.0,1,YES,90.19,XGBoost
"[128.31, 1.06925]",1.0,0,NO,128.31,RoundRobin
"[192.9, 1.205625]",2.0,0,NO,192.9,RoundRobin
"[32, 1960, 82, 44, 2]",0.0,1,YES,8.15,Original
"[89.66, 1.12075]",0.0,1,YES,89.66,FCFS
"[182.38, 1.139875]",2.0,0,NO,182.38,FCFS
"[148.02, 0.925125]",2.0,0,NO,148.02,FCFS
"[137.205, 1.143375]",1.0,0,NO,137.205,FCFS
"[137.295, 1.144125]",1.0,0,NO,137.295,RoundRobin
"[75.92, 0.949]",0.0,1,YES,75.92,XGBoost
"[83.36, 1.042]",0.0,1,YES,83.36,XGBoost
"[165.1, 1.031875]",2.0,0,NO,165.1,RoundRobin
"[106.95, 0.89125]",1.0,0,NO,106.95,RoundRobin
"[186.62, 1.166375]",2.0,0,NO,186.62,RoundRobin
"[197.04, 1.2315]",2.0,0,NO,197.04,RoundRobin
"[98.99, 1.237375]",0.0,1,YES,98.99,RoundRobin
"[32, 12717, 22, 28, 3]",1.0,1,YES,3.9,Original
"[107.52, 0.896]",1.0,0,NO,107.52,FCFS
"[127.2, 1.06]",1.0,0,NO,127.2,FCFS
"[161.56, 1.00975]",2.0,0,NO,161.56,RoundRobin
"[163.44, 1.0215]",2.0,0,NO,163.44,RoundRobin
"[83.79, 1.047375]",0.0,1,YES,83.79,FCFS
"[141.82, 0.886375]",2.0,0,NO,141.82,FCFS
"[90.87, 1.135875]",0.0,1,YES,90.87,XGBoost
"[72.12, 0.9015]",0.0,1,YES,72.12,XGBoost
"[188.04, 1.17525]",2.0,0,NO,188.04,FCFS
"[42, 4387, 26, 27, 3]",1.0,1,YES,4.15,Original
"[121.965, 1.016375]",1.0,0,NO,121.965,FCFS
"[194.88, 1.218]",2.0,0,NO,194.88,FCFS
"[94.26, 1.17825]",0.0,1,YES,94.26,FCFS
"[127.995, 1.066625]",1.0,0,NO,127.995,FCFS
"[190.88, 1.193]",2.0,0,NO,190.88,RoundRobin
"[97.72, 1.2215]",0.0,1,YES,97.72,XGBoost
"[180.64, 1.129]",2.0,0,NO,180.64,FCFS
"[160.54, 1.003375]",2.0,1,YES,160.54,XGBoost
"[192.54, 1.203375]",2.0,0,NO,192.54,FCFS
"[88, 2772, 66, 4, 2]",0.0,1,YES,5.74,Original
"[95.89, 1.198625]",0.0,1,YES,95.89,FCFS
"[94.26, 1.17825]",0.0,1,YES,94.26,FCFS
"[85.96, 1.0745]",0.0,1,YES,85.96,RoundRobin
"[89.18, 1.11475]",0.0,1,YES,89.18,XGBoost
"[142.08, 1.184]",1.0,0,NO,142.08,FCFS
"[71.87, 0.898375]",0.0,1,YES,71.87,XGBoost
"[145.3, 0.908125]",2.0,0,NO,145.3,RoundRobin
"[55, 6349, 89, 17, 2]",1.0,1,YES,4.99,Original
"[80.36, 1.0045]",0.0,1,YES,80.36,FCFS
"[93.4, 1.1675]",0.0,1,YES,93.4,RoundRobin
"[136.38, 1.1365]",1.0,0,NO,136.38,FCFS
"[78.65, 0.983125]",0.0,1,YES,78.65,XGBoost
"[36, 12854, 24, 29, 3]",0.0,1,YES,6.55,Original
"[77.03, 0.962875]",0.0,1,YES,77.03,XGBoost
"[119.61, 0.99675]",1.0,0,NO,119.61,RoundRobin
"[118.08, 0.984]",1.0,0,NO,118.08,FCFS
"[98.82, 1.23525]",0.0,1,YES,98.82,XGBoost
"[71.35, 0.891875]",0.0,1,YES,71.35,XGBoost
"[161.56, 1.00975]",2.0,0,NO,161.56,RoundRobin
"[90.42, 1.13025]",0.0,1,YES,90.42,FCFS
"[128.505, 1.070875]",1.0,0,NO,128.505,FCFS
"[152.5, 0.953125]",2.0,0,NO,152.5,XGBoost
"[89.82, 1.12275]",0.0,1,YES,89.82,RoundRobin
"[74.8, 0.935]",0.0,1,YES,74.8,FCFS
"[165.52, 1.0345]",2.0,0,NO,165.52,FCFS
"[121.62, 1.0135]",1.0,0,NO,121.62,RoundRobin
"[70.75, 0.884375]",0.0,1,YES,70.75,FCFS
"[123.315, 1.027625]",1.0,0,NO,123.315,FCFS
"[198.32, 1.2395]",2.0,1,YES,198.32,XGBoost
"[198.66, 1.241625]",2.0,0,NO,198.66,RoundRobin
"[73.96, 0.9245]",0.0,1,YES,73.96,FCFS
"[156.1, 0.975625]",2.0,0,NO,156.1,XGBoost
"[116.235, 0.968625]",1.0,0,NO,116.235,FCFS
"[93.79, 1.172375]",0.0,1,YES,93.79,XGBoost
"[79.31, 0.991375]",0.0,1,YES,79.31,FCFS
"[175.1, 1.094375]",2.0,0,NO,175.1,RoundRobin
"[78.71, 0.983875]",0.0,1,YES,78.71,XGBoost
"[95.96, 1.1995]",0.0,1,YES,95.96,FCFS
"[86.78, 1.08475]",0.0,1,YES,86.78,XGBoost
"[187.94, 1.174625]",2.0,0,NO,187.94,FCFS
"[107.61, 0.89675]",1.0,0,NO,107.61,RoundRobin
"[193.94, 1.212125]",2.0,0,NO,193.94,RoundRobin
"[183.46, 1.146625]",2.0,0,NO,183.46,FCFS
"[46, 7316, 96, 24, 2]",0.0,1,YES,6.62,Original
"[78.9, 0.98625]",0.0,1,YES,78.9,XGBoost
"[87.1, 1.08875]",0.0,1,YES,87.1,XGBoost
"[97.94, 1.22425]",0.0,1,YES,97.94,RoundRobin
"[195.98, 1.224875]",2.0,1,YES,195.98,XGBoost
"[90, 15813, 25, 32, 1]",0.0,1,YES,9.65,Original
"[55, 3814, 64, 4, 3]",1.0,1,YES,4.03,Original
"[160.52, 1.00325]",2.0,0,NO,160.52,RoundRobin
"[75.28, 0.941]",0.0,1,YES,75.28,FCFS
"[94.91, 1.186375]",0.0,1,YES,94.91,RoundRobin
"[86.81, 1.085125]",0.0,1,YES,86.81,FCFS
"[77.82, 0.97275]",0.0,1,YES,77.82,XGBoost
"[83.9, 1.04875]",0.0,1,YES,83.9,RoundRobin
"[77.89, 0.973625]",0.0,1,YES,77.89,XGBoost
"[190.96, 1.1935]",2.0,1,YES,190.96,XGBoost
"[145.32, 1.211]",1.0,0,NO,145.32,RoundRobin
"[192.86, 1.205375]",2.0,0,NO,192.86,RoundRobin
"[83, 11455, 39, 3, 3]",0.0,1,YES,9.85,Original
"[151.0, 0.94375]",2.0,0,NO,151.0,FCFS
"[176.06, 1.100375]",2.0,0,NO,176.06,RoundRobin
"[123.195, 1.026625]",1.0,0,NO,123.195,FCFS
"[150.7, 0.941875]",2.0,0,NO,150.7,FCFS
"[171.22, 1.070125]",2.0,1,YES,171.22,XGBoost
"[88.09, 1.101125]",0.0,1,YES,88.09,FCFS
"[70.8, 0.885]",0.0,1,YES,70.8,FCFS
"[95.75, 1.196875]",0.0,1,YES,95.75,XGBoost
"[197.16, 1.23225]",2.0,0,NO,197.16,FCFS
"[186.36, 1.16475]",2.0,1,YES,186.36,XGBoost
"[88.68, 1.1085]",0.0,1,YES,88.68,XGBoost
"[113.505, 0.945875]",1.0,0,NO,113.505,RoundRobin
"[73.63, 0.920375]",0.0,1,YES,73.63,XGBoost
"[78.23, 0.977875]",0.0,1,YES,78.23,RoundRobin
"[199.32, 1.24575]",2.0,0,NO,199.32,FCFS
"[74.81, 0.935125]",0.0,1,YES,74.81,RoundRobin
"[70.91, 0.886375]",0.0,1,YES,70.91,XGBoost
"[190.02, 1.187625]",2.0,0,NO,190.02,FCFS
"[196.94, 1.230875]",2.0,1,YES,196.94,XGBoost
"[109.905, 0.915875]",1.0,0,NO,109.905,FCFS
"[88.72, 1.109]",0.0,1,YES,88.72,XGBoost
"[113.835, 0.948625]",1.0,0,NO,113.835,FCFS
"[81.23, 1.015375]",0.0,1,YES,81.23,XGBoost
"[145.82, 0.911375]",2.0,0,NO,145.82,XGBoost
"[183.52, 1.147]",2.0,0,NO,183.52,FCFS
"[178.76, 1.11725]",2.0,1,YES,178.76,XGBoost
"[89.32, 1.1165]",0.0,1,YES,89.32,RoundRobin
"[97.48, 1.2185]",0.0,1,YES,97.48,XGBoost
"[72.12, 0.9015]",0.0,1,YES,72.12,XGBoost
"[70.13, 0.876625]",0.0,1,YES,70.13,XGBoost
"[83, 11453, 8, 7, 2]",0.0,1,YES,6.33,Original
"[109.14, 0.9095]",1.0,0,NO,109.14,RoundRobin
"[86.3, 1.07875]",0.0,1,YES,86.3,RoundRobin
"[80.09, 1.001125]",0.0,1,YES,80.09,FCFS
"[71.31, 0.891375]",0.0,1,YES,71.31,XGBoost
"[96.07, 1.200875]",0.0,1,YES,96.07,XGBoost
"[73.23, 0.915375]",0.0,1,YES,73.23,FCFS
"[83.15, 1.039375]",0.0,1,YES,83.15,FCFS
"[81.9, 1.02375]",0.0,1,YES,81.9,FCFS
"[175.78, 1.098625]",2.0,1,YES,175.78,XGBoost
"[139.32, 1.161]",1.0,0,NO,139.32,RoundRobin
"[128.535, 1.071125]",1.0,0,NO,128.535,FCFS
"[140.865, 1.173875]",1.0,0,NO,140.865,RoundRobin
"[170.88, 1.068]",2.0,0,NO,170.88,RoundRobin
"[48, 16165, 65, 34, 1]",1.0,1,YES,3.08,Original
"[149.48, 0.93425]",2.0,0,NO,149.48,RoundRobin
"[147.48, 0.92175]",2.0,0,NO,147.48,RoundRobin
"[127.29, 1.06075]",1.0,0,NO,127.29,FCFS
"[193.5, 1.209375]",2.0,1,YES,193.5,XGBoost
"[172.3, 1.076875]",2.0,0,NO,172.3,RoundRobin
"[184.94, 1.155875]",2.0,0,NO,184.94,FCFS
"[172.66, 1.079125]",2.0,1,YES,172.66,XGBoost
"[166.96, 1.0435]",2.0,1,YES,166.96,XGBoost
"[115.32, 0.961]",1.0,0,NO,115.32,FCFS
"[70.42, 0.88025]",0.0,1,YES,70.42,XGBoost
"[121.665, 1.013875]",1.0,0,NO,121.665,FCFS
"[84.64, 1.058]",0.0,1,YES,84.64,RoundRobin
"[76.7, 0.95875]",0.0,1,YES,76.7,XGBoost
"[98.26, 1.22825]",0.0,1,YES,98.26,XGBoost
"[196.22, 1.226375]",2.0,0,NO,196.22,RoundRobin
"[77.74, 0.97175]",0.0,1,YES,77.74,XGBoost
"[180.24, 1.1265]",2.0,0,NO,180.24,RoundRobin
"[119.385, 0.994875]",1.0,0,NO,119.385,RoundRobin
"[90.83, 1.135375]",0.0,1,YES,90.83,RoundRobin
"[196.28, 1.22675]",2.0,1,YES,196.28,XGBoost
"[72.21, 0.902625]",0.0,1,YES,72.21,XGBoost
"[175.54, 1.097125]",2.0,1,YES,175.54,XGBoost
"[197.06, 1.231625]",2.0,0,NO,197.06,FCFS
"[90.01, 1.125125]",0.0,1,YES,90.01,XGBoost
"[147.92, 0.9245]",2.0,0,NO,147.92,RoundRobin
"[132.675, 1.105625]",1.0,0,NO,132.675,FCFS
"[93.34, 1.16675]",0.0,1,YES,93.34,RoundRobin
"[182.04, 1.13775]",2.0,0,NO,182.04,FCFS
"[44, 14520, 30, 8, 3]",1.0,1,YES,2.17,Original
"[192.96, 1.206]",2.0,0,NO,192.96,FCFS
"[72.89, 0.911125]",0.0,1,YES,72.89,RoundRobin
"[170.88, 1.068]",2.0,0,NO,170.88,RoundRobin
"[160.22, 1.001375]",2.0,0,NO,160.22,RoundRobin
"[74.0, 0.925]",0.0,1,YES,74.0,XGBoost
"[150.18, 0.938625]",2.0,0,NO,150.18,RoundRobin
"[169.5, 1.059375]",2.0,1,YES,169.5,XGBoost
"[146.78, 0.917375]",2.0,0,NO,146.78,RoundRobin
"[96.87, 1.210875]",0.0,1,YES,96.87,XGBoost
"[78.97, 0.987125]",0.0,1,YES,78.97,XGBoost
"[173.1, 1.081875]",2.0,1,YES,173.1,XGBoost
"[73.84, 0.923]",0.0,1,YES,73.84,XGBoost
"[151.84, 0.949]",2.0,0,NO,151.84,RoundRobin
"[71.37, 0.892125]",0.0,1,YES,71.37,FCFS
"[74.15, 0.926875]",0.0,1,YES,74.15,RoundRobin
"[79.78, 0.99725]",0.0,1,YES,79.78,RoundRobin
"[58, 14604, 72, 34, 1]",0.0,1,YES,6.44,Original
"[87.24, 1.0905]",0.0,1,YES,87.24,FCFS
"[156.42, 0.977625]",2.0,0,NO,156.42,RoundRobin
"[186.98, 1.168625]",2.0,0,NO,186.98,RoundRobin
"[88.78, 1.10975]",0.0,1,YES,88.78,XGBoost
"[97.84, 1.223]",0.0,1,YES,97.84,FCFS
"[70.04, 0.8755]",0.0,1,YES,70.04,XGBoost
"[87.69, 1.096125]",0.0,1,YES,87.69,FCFS
"[121.98, 1.0165]",1.0,0,NO,121.98,RoundRobin
"[189.34, 1.183375]",2.0,1,YES,189.34,XGBoost
"[96.13, 1.201625]",0.0,1,YES,96.13,XGBoost
"[160.24, 1.0015]",2.0,0,NO,160.24,RoundRobin
"[82.61, 1.032625]",0.0,1,YES,82.61,XGBoost
"[115.56, 0.963]",1.0,0,NO,115.56,FCFS
"[188.52, 1.17825]",2.0,0,NO,188.52,FCFS
"[168.2, 1.05125]",2.0,1,YES,168.2,XGBoost
"[123.54, 1.0295]",1.0,0,NO,123.54,RoundRobin
"[136.62, 1.1385]",1.0,0,NO,136.62,RoundRobin
"[115.125, 0.959375]",1.0,0,NO,115.125,FCFS
"[78.29, 0.978625]",0.0,1,YES,78.29,RoundRobin
"[115.02, 0.9585]",1.0,0,NO,115.02,FCFS
"[147.36, 1.228]",1.0,0,NO,147.36,RoundRobin
"[97.76, 1.222]",0.0,1,YES,97.76,RoundRobin
"[181.24, 1.13275]",2.0,0,NO,181.24,FCFS
"[90.07, 1.125875]",0.0,1,YES,90.07,XGBoost
"[148.82, 0.930125]",2.0,0,NO,148.82,XGBoost
"[99.42, 1.24275]",0.0,1,YES,99.42,FCFS
"[169.64, 1.06025]",2.0,0,NO,169.64,RoundRobin
"[74.36, 0.9295]",0.0,1,YES,74.36,FCFS
"[135.915, 1.132625]",1.0,0,NO,135.915,FCFS
"[191.24, 1.19525]",2.0,0,NO,191.24,FCFS
"[134.16, 1.118]",1.0,0,NO,134.16,RoundRobin
"[123.075, 1.025625]",1.0,0,NO,123.075,FCFS
"[193.4, 1.20875]",2.0,0,NO,193.4,RoundRobin
"[197.42, 1.233875]",2.0,0,NO,197.42,FCFS
"[148.59, 1.23825]",1.0,0,NO,148.59,RoundRobin
"[198.54, 1.240875]",2.0,0,NO,198.54,FCFS
"[96.93, 1.211625]",0.0,1,YES,96.93,FCFS
"[180.94, 1.130875]",2.0,1,YES,180.94,XGBoost
"[166.92, 1.04325]",2.0,0,NO,166.92,RoundRobin
"[73, 13817, 82, 37, 3]",0.0,1,YES,7.49,Original
"[98.95, 1.236875]",0.0,1,YES,98.95,RoundRobin
"[172.2, 1.07625]",2.0,1,YES,172.2,XGBoost
"[76.8, 0.96]",0.0,1,YES,76.8,XGBoost
"[118.335, 0.986125]",1.0,0,NO,118.335,FCFS
"[74.57, 0.932125]",0.0,1,YES,74.57,FCFS
"[156.52, 0.97825]",2.0,0,NO,156.52,FCFS
"[179.04, 1.119]",2.0,0,NO,179.04,RoundRobin
"[96.91, 1.211375]",0.0,1,YES,96.91,XGBoost
"[187.12, 1.1695]",2.0,1,YES,187.12,XGBoost
"[80.91, 1.011375]",0.0,1,YES,80.91,XGBoost
"[170.74, 1.067125]",2.0,0,NO,170.74,FCFS
"[147.94, 0.924625]",2.0,0,NO,147.94,RoundRobin
"[141.315, 1.177625]",1.0,0,NO,141.315,RoundRobin
"[178.72, 1.117]",2.0,1,YES,178.72,XGBoost
"[71.57, 0.894625]",0.0,1,YES,71.57,XGBoost
"[181.42, 1.133875]",2.0,1,YES,181.42,XGBoost
"[82.52, 1.0315]",0.0,1,YES,82.52,RoundRobin
"[76.73, 0.959125]",0.0,1,YES,76.73,RoundRobin
"[141.12, 0.882]",2.0,0,NO,141.12,RoundRobin
"[70, 16153, 96, 30, 1]",0.0,1,YES,9.14,Original
"[95.51, 1.193875]",0.0,1,YES,95.51,FCFS
"[75, 3440, 53, 44, 3]",0.0,1,YES,7.96,Original
"[78, 12785, 44, 43, 2]",1.0,1,YES,2.51,Original
"[159.76, 0.9985]",2.0,0,NO,159.76,RoundRobin
"[137.76, 1.148]",1.0,0,NO,137.76,RoundRobin
"[157.1, 0.981875]",2.0,0,NO,157.1,RoundRobin
"[80.42, 1.00525]",0.0,1,YES,80.42,RoundRobin
"[137.115, 1.142625]",1.0,0,NO,137.115,FCFS
"[146.55, 1.22125]",1.0,0,NO,146.55,FCFS
"[136.59, 1.13825]",1.0,0,NO,136.59,RoundRobin
"[76.12, 0.9515]",0.0,1,YES,76.12,XGBoost
"[74.06, 0.92575]",0.0,1,YES,74.06,XGBoost
"[82.57, 1.032125]",0.0,1,YES,82.57,XGBoost
"[143.955, 1.199625]",1.0,0,NO,143.955,FCFS
"[85.57, 1.069625]",0.0,1,YES,85.57,FCFS
"[87.61, 1.095125]",0.0,1,YES,87.61,XGBoost
"[116.505, 0.970875]",1.0,0,NO,116.505,RoundRobin
"[76.59, 0.957375]",0.0,1,YES,76.59,FCFS
"[86.88, 1.086]",0.0,1,YES,86.88,XGBoost
"[126.465, 1.053875]",1.0,0,NO,126.465,FCFS
"[93.36, 1.167]",0.0,1,YES,93.36,RoundRobin
"[86.47, 1.080875]",0.0,1,YES,86.47,XGBoost
"[91.34, 1.14175]",0.0,1,YES,91.34,RoundRobin
"[109.29, 0.91075]",1.0,0,NO,109.29,FCFS
"[97.89, 1.223625]",0.0,1,YES,97.89,RoundRobin
"[84.7, 1.05875]",0.0,1,YES,84.7,XGBoost
"[193.54, 1.209625]",2.0,1,YES,193.54,XGBoost
"[80.11, 1.001375]",0.0,1,YES,80.11,XGBoost
"[93.69, 1.171125]",0.0,1,YES,93.69,RoundRobin
"[96.41, 1.205125]",0.0,1,YES,96.41,FCFS
"[69, 7797, 98, 9, 3]",1.0,1,YES,3.66,Original
"[109.395, 0.911625]",1.0,0,NO,109.395,FCFS
"[127.275, 1.060625]",1.0,0,NO,127.275,RoundRobin
"[111.135, 0.926125]",1.0,0,NO,111.135,RoundRobin
"[95.61, 1.195125]",0.0,1,YES,95.61,XGBoost
"[138.84, 1.157]",1.0,0,NO,138.84,FCFS
"[72.58, 0.90725]",0.0,1,YES,72.58,XGBoost
"[195.2, 1.22]",2.0,0,NO,195.2,RoundRobin
"[71.27, 0.890875]",0.0,1,YES,71.27,XGBoost
"[78.68, 0.9835]",0.0,1,YES,78.68,XGBoost
"[167.44, 1.0465]",2.0,0,NO,167.44,RoundRobin
"[145.94, 0.912125]",2.0,0,NO,145.94,FCFS
"[87.87, 1.098375]",0.0,1,YES,87.87,XGBoost
"[166.7, 1.041875]",2.0,0,NO,166.7,RoundRobin
"[149.58, 0.934875]",2.0,0,NO,149.58,FCFS
"[165.24, 1.03275]",2.0,0,NO,165.24,RoundRobin
"[80.4, 1.005]",0.0,1,YES,80.4,XGBoost
"[139.635, 1.163625]",1.0,0,NO,139.635,RoundRobin
"[81.07, 1.013375]",0.0,1,YES,81.07,XGBoost
"[75.86, 0.94825]",0.0,1,YES,75.86,RoundRobin
"[169.3, 1.058125]",2.0,0,NO,169.3,FCFS
"[189.38, 1.183625]",2.0,0,NO,189.38,FCFS
"[86, 6543, 40, 27, 1]",1.0,1,YES,3.86,Original
"[191.42, 1.196375]",2.0,0,NO,191.42,RoundRobin
"[188.62, 1.178875]",2.0,0,NO,188.62,FCFS
"[92.65, 1.158125]",0.0,1,YES,92.65,RoundRobin
"[80, 2606, 51, 15, 1]",0.0,1,YES,6.6,Original
"[96.99, 1.212375]",0.0,1,YES,96.99,XGBoost
"[44, 12313, 62, 44, 3]",1.0,1,YES,2.4,Original
"[189.42, 1.183875]",2.0,0,NO,189.42,FCFS
"[70.8, 0.885]",0.0,1,YES,70.8,RoundRobin
"[185.72, 1.16075]",2.0,0,NO,185.72,FCFS
"[72.86, 0.91075]",0.0,1,YES,72.86,XGBoost
"[98.37, 1.229625]",0.0,1,YES,98.37,XGBoost
"[141.0, 0.88125]",2.0,0,NO,141.0,RoundRobin
"[180.7, 1.129375]",2.0,0,NO,180.7,RoundRobin
"[110.04, 0.917]",1.0,0,NO,110.04,RoundRobin
"[145.7, 0.910625]",2.0,0,NO,145.7,XGBoost
"[181.84, 1.1365]",2.0,0,NO,181.84,FCFS
"[99.85, 1.248125]",0.0,1,YES,99.85,FCFS
"[44, 9301, 78, 5, 3]",0.0,1,YES,7.37,Original
"[88.67, 1.108375]",0.0,1,YES,88.67,RoundRobin
"[165.42, 1.033875]",2.0,0,NO,165.42,RoundRobin
"[70.43, 0.880375]",0.0,1,YES,70.43,XGBoost
"[164.3, 1.026875]",2.0,0,NO,164.3,FCFS
"[70.65, 0.883125]",0.0,1,YES,70.65,RoundRobin
"[179.46, 1.121625]",2.0,0,NO,179.46,RoundRobin
"[177.58, 1.109875]",2.0,1,YES,177.58,XGBoost
"[77.52, 0.969]",0.0,1,YES,77.52,XGBoost
"[160.52, 1.00325]",2.0,1,YES,160.52,XGBoost
"[37, 7564, 66, 19, 1]",1.0,1,YES,1.18,Original
"[134.655, 1.122125]",1.0,0,NO,134.655,RoundRobin
"[186.0, 1.1625]",2.0,0,NO,186.0,FCFS
"[80.5, 1.00625]",0.0,1,YES,80.5,XGBoost
"[71.68, 0.896]",0.0,1,YES,71.68,XGBoost
"[71.65, 0.895625]",0.0,1,YES,71.65,RoundRobin
"[98.59, 1.232375]",0.0,1,YES,98.59,XGBoost
"[68, 1165, 81, 20, 3]",1.0,1,YES,4.75,Original
"[175.48, 1.09675]",2.0,1,YES,175.48,XGBoost
"[96.7, 1.20875]",0.0,1,YES,96.7,XGBoost
"[180.98, 1.131125]",2.0,0,NO,180.98,RoundRobin
