StateVec,Action,Reward,SLAMet,CPUCost,Source,NextState,Done
"[71.87, 0.898375, 0.0, 0.0, 0.0]",0.0,1,YES,71.87,XGBoost,"[71.87, 0.898375, 0.0, 0.0, 0.0]",False
"[83.77, 1.047125, 0.0, 0.0, 0.0]",0.0,1,YES,83.77,XGBoost,"[83.77, 1.047125, 0.0, 0.0, 0.0]",False
"[89.5, 1.11875, 0.0, 0.0, 0.0]",0.0,1,YES,89.5,XGBoost,"[89.5, 1.11875, 0.0, 0.0, 0.0]",False
"[75.53, 0.944125, 0.0, 0.0, 0.0]",0.0,1,YES,75.53,XGBoost,"[75.53, 0.944125, 0.0, 0.0, 0.0]",False
"[81.27, 1.015875, 0.0, 0.0, 0.0]",0.0,1,YES,81.27,XGBoost,"[81.27, 1.015875, 0.0, 0.0, 0.0]",False
"[149.4, 0.93375, 0.0, 0.0, 0.0]",2.0,0,NO,149.4,XGBoost,"[149.4, 0.93375, 0.0, 0.0, 0.0]",False
"[88.86, 1.11075, 0.0, 0.0, 0.0]",0.0,1,YES,88.86,FCFS,"[88.86, 1.11075, 0.0, 0.0, 0.0]",False
"[151.38, 0.946125, 0.0, 0.0, 0.0]",2.0,0,NO,151.38,FCFS,"[151.38, 0.946125, 0.0, 0.0, 0.0]",False
"[88.31, 1.103875, 0.0, 0.0, 0.0]",0.0,1,YES,88.31,XGBoost,"[88.31, 1.103875, 0.0, 0.0, 0.0]",False
"[83.12, 1.039, 0.0, 0.0, 0.0]",0.0,1,YES,83.12,XGBoost,"[83.12, 1.039, 0.0, 0.0, 0.0]",False
"[198.56, 1.241, 0.0, 0.0, 0.0]",2.0,0,NO,198.56,RoundRobin,"[198.56, 1.241, 0.0, 0.0, 0.0]",False
"[182.9, 1.143125, 0.0, 0.0, 0.0]",2.0,1,YES,182.9,XGBoost,"[182.9, 1.143125, 0.0, 0.0, 0.0]",False
"[142.06, 0.887875, 0.0, 0.0, 0.0]",2.0,0,NO,142.06,FCFS,"[142.06, 0.887875, 0.0, 0.0, 0.0]",False
"[177.56, 1.10975, 0.0, 0.0, 0.0]",2.0,0,NO,177.56,RoundRobin,"[177.56, 1.10975, 0.0, 0.0, 0.0]",False
"[190.32, 1.1895, 0.0, 0.0, 0.0]",2.0,0,NO,190.32,RoundRobin,"[190.32, 1.1895, 0.0, 0.0, 0.0]",False
"[87.47, 1.093375, 0.0, 0.0, 0.0]",0.0,1,YES,87.47,RoundRobin,"[87.47, 1.093375, 0.0, 0.0, 0.0]",False
"[79, 8786, 6, 4, 2]",0.0,1,YES,5.18,Original,"[79, 8786, 6, 4, 2]",False
"[75.62, 0.94525, 0.0, 0.0, 0.0]",0.0,1,YES,75.62,FCFS,"[75.62, 0.94525, 0.0, 0.0, 0.0]",False
"[84.02, 1.05025, 0.0, 0.0, 0.0]",0.0,1,YES,84.02,RoundRobin,"[84.02, 1.05025, 0.0, 0.0, 0.0]",False
"[185.56, 1.15975, 0.0, 0.0, 0.0]",2.0,0,NO,185.56,FCFS,"[185.56, 1.15975, 0.0, 0.0, 0.0]",False
"[92.81, 1.160125, 0.0, 0.0, 0.0]",0.0,1,YES,92.81,XGBoost,"[92.81, 1.160125, 0.0, 0.0, 0.0]",False
"[95.47, 1.193375, 0.0, 0.0, 0.0]",0.0,1,YES,95.47,FCFS,"[95.47, 1.193375, 0.0, 0.0, 0.0]",False
"[88.52, 1.1065, 0.0, 0.0, 0.0]",0.0,1,YES,88.52,XGBoost,"[88.52, 1.1065, 0.0, 0.0, 0.0]",False
"[125.055, 1.042125, 0.0, 0.0, 0.0]",1.0,0,NO,125.055,FCFS,"[125.055, 1.042125, 0.0, 0.0, 0.0]",False
"[146.745, 1.222875, 0.0, 0.0, 0.0]",1.0,0,NO,146.745,RoundRobin,"[146.745, 1.222875, 0.0, 0.0, 0.0]",False
"[86.99, 1.087375, 0.0, 0.0, 0.0]",0.0,1,YES,86.99,XGBoost,"[86.99, 1.087375, 0.0, 0.0, 0.0]",False
"[90.48, 1.131, 0.0, 0.0, 0.0]",0.0,1,YES,90.48,FCFS,"[90.48, 1.131, 0.0, 0.0, 0.0]",False
"[71.64, 0.8955, 0.0, 0.0, 0.0]",0.0,1,YES,71.64,XGBoost,"[71.64, 0.8955, 0.0, 0.0, 0.0]",False
"[136.59, 1.13825, 0.0, 0.0, 0.0]",1.0,0,NO,136.59,FCFS,"[136.59, 1.13825, 0.0, 0.0, 0.0]",False
"[187.8, 1.17375, 0.0, 0.0, 0.0]",2.0,0,NO,187.8,RoundRobin,"[187.8, 1.17375, 0.0, 0.0, 0.0]",False
"[143.97, 1.19975, 0.0, 0.0, 0.0]",1.0,0,NO,143.97,RoundRobin,"[143.97, 1.19975, 0.0, 0.0, 0.0]",False
"[41, 1829, 5, 39, 3]",0.0,1,YES,8.24,Original,"[41, 1829, 5, 39, 3]",False
"[121.92, 1.016, 0.0, 0.0, 0.0]",1.0,0,NO,121.92,FCFS,"[121.92, 1.016, 0.0, 0.0, 0.0]",False
"[97.59, 1.219875, 0.0, 0.0, 0.0]",0.0,1,YES,97.59,XGBoost,"[97.59, 1.219875, 0.0, 0.0, 0.0]",False
"[141.9, 0.886875, 0.0, 0.0, 0.0]",2.0,0,NO,141.9,XGBoost,"[141.9, 0.886875, 0.0, 0.0, 0.0]",False
"[99.42, 1.24275, 0.0, 0.0, 0.0]",0.0,1,YES,99.42,XGBoost,"[99.42, 1.24275, 0.0, 0.0, 0.0]",False
"[169.88, 1.06175, 0.0, 0.0, 0.0]",2.0,0,NO,169.88,FCFS,"[169.88, 1.06175, 0.0, 0.0, 0.0]",False
"[95.75, 1.196875, 0.0, 0.0, 0.0]",0.0,1,YES,95.75,XGBoost,"[95.75, 1.196875, 0.0, 0.0, 0.0]",False
"[83.48, 1.0435, 0.0, 0.0, 0.0]",0.0,1,YES,83.48,XGBoost,"[83.48, 1.0435, 0.0, 0.0, 0.0]",False
"[114.84, 0.957, 0.0, 0.0, 0.0]",1.0,0,NO,114.84,FCFS,"[114.84, 0.957, 0.0, 0.0, 0.0]",False
"[157.02, 0.981375, 0.0, 0.0, 0.0]",2.0,0,NO,157.02,RoundRobin,"[157.02, 0.981375, 0.0, 0.0, 0.0]",False
"[78.52, 0.9815, 0.0, 0.0, 0.0]",0.0,1,YES,78.52,XGBoost,"[78.52, 0.9815, 0.0, 0.0, 0.0]",False
"[140.94, 0.880875, 0.0, 0.0, 0.0]",2.0,0,NO,140.94,RoundRobin,"[140.94, 0.880875, 0.0, 0.0, 0.0]",False
"[175.8, 1.09875, 0.0, 0.0, 0.0]",2.0,1,YES,175.8,XGBoost,"[175.8, 1.09875, 0.0, 0.0, 0.0]",False
"[107.55, 0.89625, 0.0, 0.0, 0.0]",1.0,0,NO,107.55,FCFS,"[107.55, 0.89625, 0.0, 0.0, 0.0]",False
"[76.54, 0.95675, 0.0, 0.0, 0.0]",0.0,1,YES,76.54,XGBoost,"[76.54, 0.95675, 0.0, 0.0, 0.0]",False
"[168.52, 1.05325, 0.0, 0.0, 0.0]",2.0,0,NO,168.52,RoundRobin,"[168.52, 1.05325, 0.0, 0.0, 0.0]",False
"[85.48, 1.0685, 0.0, 0.0, 0.0]",0.0,1,YES,85.48,FCFS,"[85.48, 1.0685, 0.0, 0.0, 0.0]",False
"[70, 9665, 68, 2, 3]",1.0,1,YES,2.5,Original,"[70, 9665, 68, 2, 3]",False
"[176.78, 1.104875, 0.0, 0.0, 0.0]",2.0,0,NO,176.78,RoundRobin,"[176.78, 1.104875, 0.0, 0.0, 0.0]",False
"[87.47, 1.093375, 0.0, 0.0, 0.0]",0.0,1,YES,87.47,RoundRobin,"[87.47, 1.093375, 0.0, 0.0, 0.0]",False
"[132.33, 1.10275, 0.0, 0.0, 0.0]",1.0,0,NO,132.33,RoundRobin,"[132.33, 1.10275, 0.0, 0.0, 0.0]",False
"[122.805, 1.023375, 0.0, 0.0, 0.0]",1.0,0,NO,122.805,FCFS,"[122.805, 1.023375, 0.0, 0.0, 0.0]",False
"[127.17, 1.05975, 0.0, 0.0, 0.0]",1.0,0,NO,127.17,RoundRobin,"[127.17, 1.05975, 0.0, 0.0, 0.0]",False
"[81.54, 1.01925, 0.0, 0.0, 0.0]",0.0,1,YES,81.54,XGBoost,"[81.54, 1.01925, 0.0, 0.0, 0.0]",False
"[128.475, 1.070625, 0.0, 0.0, 0.0]",1.0,0,NO,128.475,FCFS,"[128.475, 1.070625, 0.0, 0.0, 0.0]",False
"[74.31, 0.928875, 0.0, 0.0, 0.0]",0.0,1,YES,74.31,XGBoost,"[74.31, 0.928875, 0.0, 0.0, 0.0]",False
"[93.28, 1.166, 0.0, 0.0, 0.0]",0.0,1,YES,93.28,FCFS,"[93.28, 1.166, 0.0, 0.0, 0.0]",False
"[75.96, 0.9495, 0.0, 0.0, 0.0]",0.0,1,YES,75.96,RoundRobin,"[75.96, 0.9495, 0.0, 0.0, 0.0]",False
"[75.19, 0.939875, 0.0, 0.0, 0.0]",0.0,1,YES,75.19,XGBoost,"[75.19, 0.939875, 0.0, 0.0, 0.0]",False
"[142.28, 0.88925, 0.0, 0.0, 0.0]",2.0,0,NO,142.28,FCFS,"[142.28, 0.88925, 0.0, 0.0, 0.0]",False
"[87.42, 1.09275, 0.0, 0.0, 0.0]",0.0,1,YES,87.42,XGBoost,"[87.42, 1.09275, 0.0, 0.0, 0.0]",False
"[86.08, 1.076, 0.0, 0.0, 0.0]",0.0,1,YES,86.08,XGBoost,"[86.08, 1.076, 0.0, 0.0, 0.0]",False
"[163.76, 1.0235, 0.0, 0.0, 0.0]",2.0,1,YES,163.76,XGBoost,"[163.76, 1.0235, 0.0, 0.0, 0.0]",False
"[79.28, 0.991, 0.0, 0.0, 0.0]",0.0,1,YES,79.28,XGBoost,"[79.28, 0.991, 0.0, 0.0, 0.0]",False
"[98.38, 1.22975, 0.0, 0.0, 0.0]",0.0,1,YES,98.38,XGBoost,"[98.38, 1.22975, 0.0, 0.0, 0.0]",False
"[162.74, 1.017125, 0.0, 0.0, 0.0]",2.0,0,NO,162.74,FCFS,"[162.74, 1.017125, 0.0, 0.0, 0.0]",False
"[86.8, 1.085, 0.0, 0.0, 0.0]",0.0,1,YES,86.8,XGBoost,"[86.8, 1.085, 0.0, 0.0, 0.0]",False
"[137.25, 1.14375, 0.0, 0.0, 0.0]",1.0,0,NO,137.25,RoundRobin,"[137.25, 1.14375, 0.0, 0.0, 0.0]",False
"[160.62, 1.003875, 0.0, 0.0, 0.0]",2.0,1,YES,160.62,XGBoost,"[160.62, 1.003875, 0.0, 0.0, 0.0]",False
"[70.88, 0.886, 0.0, 0.0, 0.0]",0.0,1,YES,70.88,XGBoost,"[70.88, 0.886, 0.0, 0.0, 0.0]",False
"[93.94, 1.17425, 0.0, 0.0, 0.0]",0.0,1,YES,93.94,XGBoost,"[93.94, 1.17425, 0.0, 0.0, 0.0]",False
"[81.39, 1.017375, 0.0, 0.0, 0.0]",0.0,1,YES,81.39,XGBoost,"[81.39, 1.017375, 0.0, 0.0, 0.0]",False
"[120.06, 1.0005, 0.0, 0.0, 0.0]",1.0,0,NO,120.06,RoundRobin,"[120.06, 1.0005, 0.0, 0.0, 0.0]",False
"[79.3, 0.99125, 0.0, 0.0, 0.0]",0.0,1,YES,79.3,XGBoost,"[79.3, 0.99125, 0.0, 0.0, 0.0]",False
"[129.825, 1.081875, 0.0, 0.0, 0.0]",1.0,0,NO,129.825,RoundRobin,"[129.825, 1.081875, 0.0, 0.0, 0.0]",False
"[198.96, 1.2435, 0.0, 0.0, 0.0]",2.0,1,YES,198.96,XGBoost,"[198.96, 1.2435, 0.0, 0.0, 0.0]",False
"[83.22, 1.04025, 0.0, 0.0, 0.0]",0.0,1,YES,83.22,XGBoost,"[83.22, 1.04025, 0.0, 0.0, 0.0]",False
"[83, 12497, 95, 16, 2]",0.0,1,YES,7.76,Original,"[83, 12497, 95, 16, 2]",False
"[135.945, 1.132875, 0.0, 0.0, 0.0]",1.0,0,NO,135.945,FCFS,"[135.945, 1.132875, 0.0, 0.0, 0.0]",False
"[181.66, 1.135375, 0.0, 0.0, 0.0]",2.0,1,YES,181.66,XGBoost,"[181.66, 1.135375, 0.0, 0.0, 0.0]",False
"[80.98, 1.01225, 0.0, 0.0, 0.0]",0.0,1,YES,80.98,RoundRobin,"[80.98, 1.01225, 0.0, 0.0, 0.0]",False
"[146.58, 0.916125, 0.0, 0.0, 0.0]",2.0,0,NO,146.58,RoundRobin,"[146.58, 0.916125, 0.0, 0.0, 0.0]",False
"[180.6, 1.12875, 0.0, 0.0, 0.0]",2.0,1,YES,180.6,XGBoost,"[180.6, 1.12875, 0.0, 0.0, 0.0]",False
"[182.8, 1.1425, 0.0, 0.0, 0.0]",2.0,0,NO,182.8,RoundRobin,"[182.8, 1.1425, 0.0, 0.0, 0.0]",False
"[177.04, 1.1065, 0.0, 0.0, 0.0]",2.0,0,NO,177.04,FCFS,"[177.04, 1.1065, 0.0, 0.0, 0.0]",False
"[73.14, 0.91425, 0.0, 0.0, 0.0]",0.0,1,YES,73.14,RoundRobin,"[73.14, 0.91425, 0.0, 0.0, 0.0]",False
"[160.38, 1.002375, 0.0, 0.0, 0.0]",2.0,1,YES,160.38,XGBoost,"[160.38, 1.002375, 0.0, 0.0, 0.0]",False
"[85.5, 1.06875, 0.0, 0.0, 0.0]",0.0,1,YES,85.5,XGBoost,"[85.5, 1.06875, 0.0, 0.0, 0.0]",False
"[97.29, 1.216125, 0.0, 0.0, 0.0]",0.0,1,YES,97.29,FCFS,"[97.29, 1.216125, 0.0, 0.0, 0.0]",False
"[149.325, 1.244375, 0.0, 0.0, 0.0]",1.0,0,NO,149.325,FCFS,"[149.325, 1.244375, 0.0, 0.0, 0.0]",False
"[85.84, 1.073, 0.0, 0.0, 0.0]",0.0,1,YES,85.84,RoundRobin,"[85.84, 1.073, 0.0, 0.0, 0.0]",False
"[184.24, 1.1515, 0.0, 0.0, 0.0]",2.0,0,NO,184.24,RoundRobin,"[184.24, 1.1515, 0.0, 0.0, 0.0]",False
"[111.12, 0.926, 0.0, 0.0, 0.0]",1.0,0,NO,111.12,RoundRobin,"[111.12, 0.926, 0.0, 0.0, 0.0]",False
"[113.535, 0.946125, 0.0, 0.0, 0.0]",1.0,0,NO,113.535,FCFS,"[113.535, 0.946125, 0.0, 0.0, 0.0]",False
"[176.68, 1.10425, 0.0, 0.0, 0.0]",2.0,0,NO,176.68,FCFS,"[176.68, 1.10425, 0.0, 0.0, 0.0]",False
"[94.51, 1.181375, 0.0, 0.0, 0.0]",0.0,1,YES,94.51,FCFS,"[94.51, 1.181375, 0.0, 0.0, 0.0]",False
"[195.48, 1.22175, 0.0, 0.0, 0.0]",2.0,0,NO,195.48,FCFS,"[195.48, 1.22175, 0.0, 0.0, 0.0]",False
"[144.81, 1.20675, 0.0, 0.0, 0.0]",1.0,0,NO,144.81,FCFS,"[144.81, 1.20675, 0.0, 0.0, 0.0]",False
"[98.7, 1.23375, 0.0, 0.0, 0.0]",0.0,1,YES,98.7,RoundRobin,"[98.7, 1.23375, 0.0, 0.0, 0.0]",False
"[99.63, 1.245375, 0.0, 0.0, 0.0]",0.0,1,YES,99.63,XGBoost,"[99.63, 1.245375, 0.0, 0.0, 0.0]",False
"[72.26, 0.90325, 0.0, 0.0, 0.0]",0.0,1,YES,72.26,XGBoost,"[72.26, 0.90325, 0.0, 0.0, 0.0]",False
"[119.985, 0.999875, 0.0, 0.0, 0.0]",1.0,0,NO,119.985,FCFS,"[119.985, 0.999875, 0.0, 0.0, 0.0]",False
"[84.12, 1.0515, 0.0, 0.0, 0.0]",0.0,1,YES,84.12,XGBoost,"[84.12, 1.0515, 0.0, 0.0, 0.0]",False
"[77.84, 0.973, 0.0, 0.0, 0.0]",0.0,1,YES,77.84,XGBoost,"[77.84, 0.973, 0.0, 0.0, 0.0]",False
"[93, 10968, 77, 30, 3]",0.0,1,YES,8.41,Original,"[93, 10968, 77, 30, 3]",False
"[84.68, 1.0585, 0.0, 0.0, 0.0]",0.0,1,YES,84.68,XGBoost,"[84.68, 1.0585, 0.0, 0.0, 0.0]",False
"[137.88, 1.149, 0.0, 0.0, 0.0]",1.0,0,NO,137.88,RoundRobin,"[137.88, 1.149, 0.0, 0.0, 0.0]",False
"[149.055, 1.242125, 0.0, 0.0, 0.0]",1.0,0,NO,149.055,RoundRobin,"[149.055, 1.242125, 0.0, 0.0, 0.0]",False
"[199.42, 1.246375, 0.0, 0.0, 0.0]",2.0,0,NO,199.42,RoundRobin,"[199.42, 1.246375, 0.0, 0.0, 0.0]",False
"[117.57, 0.97975, 0.0, 0.0, 0.0]",1.0,0,NO,117.57,FCFS,"[117.57, 0.97975, 0.0, 0.0, 0.0]",False
"[194.82, 1.217625, 0.0, 0.0, 0.0]",2.0,0,NO,194.82,RoundRobin,"[194.82, 1.217625, 0.0, 0.0, 0.0]",False
"[75.9, 0.94875, 0.0, 0.0, 0.0]",0.0,1,YES,75.9,FCFS,"[75.9, 0.94875, 0.0, 0.0, 0.0]",False
"[185.26, 1.157875, 0.0, 0.0, 0.0]",2.0,0,NO,185.26,FCFS,"[185.26, 1.157875, 0.0, 0.0, 0.0]",False
"[87.87, 1.098375, 0.0, 0.0, 0.0]",0.0,1,YES,87.87,XGBoost,"[87.87, 1.098375, 0.0, 0.0, 0.0]",False
"[148.665, 1.238875, 0.0, 0.0, 0.0]",1.0,0,NO,148.665,RoundRobin,"[148.665, 1.238875, 0.0, 0.0, 0.0]",False
"[92.71, 1.158875, 0.0, 0.0, 0.0]",0.0,1,YES,92.71,RoundRobin,"[92.71, 1.158875, 0.0, 0.0, 0.0]",False
"[89.44, 1.118, 0.0, 0.0, 0.0]",0.0,1,YES,89.44,FCFS,"[89.44, 1.118, 0.0, 0.0, 0.0]",False
"[147.3, 0.920625, 0.0, 0.0, 0.0]",2.0,0,NO,147.3,RoundRobin,"[147.3, 0.920625, 0.0, 0.0, 0.0]",False
"[87.16, 1.0895, 0.0, 0.0, 0.0]",0.0,1,YES,87.16,XGBoost,"[87.16, 1.0895, 0.0, 0.0, 0.0]",False
"[87.19, 1.089875, 0.0, 0.0, 0.0]",0.0,1,YES,87.19,XGBoost,"[87.19, 1.089875, 0.0, 0.0, 0.0]",False
"[153.72, 0.96075, 0.0, 0.0, 0.0]",2.0,0,NO,153.72,FCFS,"[153.72, 0.96075, 0.0, 0.0, 0.0]",False
"[147.42, 0.921375, 0.0, 0.0, 0.0]",2.0,0,NO,147.42,FCFS,"[147.42, 0.921375, 0.0, 0.0, 0.0]",False
"[118.29, 0.98575, 0.0, 0.0, 0.0]",1.0,0,NO,118.29,FCFS,"[118.29, 0.98575, 0.0, 0.0, 0.0]",False
"[93.81, 1.172625, 0.0, 0.0, 0.0]",0.0,1,YES,93.81,FCFS,"[93.81, 1.172625, 0.0, 0.0, 0.0]",False
"[190.44, 1.19025, 0.0, 0.0, 0.0]",2.0,0,NO,190.44,RoundRobin,"[190.44, 1.19025, 0.0, 0.0, 0.0]",False
"[178.24, 1.114, 0.0, 0.0, 0.0]",2.0,1,YES,178.24,XGBoost,"[178.24, 1.114, 0.0, 0.0, 0.0]",False
"[108.57, 0.90475, 0.0, 0.0, 0.0]",1.0,0,NO,108.57,RoundRobin,"[108.57, 0.90475, 0.0, 0.0, 0.0]",False
"[148.3, 0.926875, 0.0, 0.0, 0.0]",2.0,0,NO,148.3,XGBoost,"[148.3, 0.926875, 0.0, 0.0, 0.0]",False
"[177.82, 1.111375, 0.0, 0.0, 0.0]",2.0,1,YES,177.82,XGBoost,"[177.82, 1.111375, 0.0, 0.0, 0.0]",False
"[120.135, 1.001125, 0.0, 0.0, 0.0]",1.0,0,NO,120.135,RoundRobin,"[120.135, 1.001125, 0.0, 0.0, 0.0]",False
"[99.12, 1.239, 0.0, 0.0, 0.0]",0.0,1,YES,99.12,XGBoost,"[99.12, 1.239, 0.0, 0.0, 0.0]",False
"[83.09, 1.038625, 0.0, 0.0, 0.0]",0.0,1,YES,83.09,RoundRobin,"[83.09, 1.038625, 0.0, 0.0, 0.0]",False
"[81.74, 1.02175, 0.0, 0.0, 0.0]",0.0,1,YES,81.74,XGBoost,"[81.74, 1.02175, 0.0, 0.0, 0.0]",False
"[173.58, 1.084875, 0.0, 0.0, 0.0]",2.0,0,NO,173.58,RoundRobin,"[173.58, 1.084875, 0.0, 0.0, 0.0]",False
"[178.96, 1.1185, 0.0, 0.0, 0.0]",2.0,1,YES,178.96,XGBoost,"[178.96, 1.1185, 0.0, 0.0, 0.0]",False
"[77.28, 0.966, 0.0, 0.0, 0.0]",0.0,1,YES,77.28,RoundRobin,"[77.28, 0.966, 0.0, 0.0, 0.0]",False
"[78.73, 0.984125, 0.0, 0.0, 0.0]",0.0,1,YES,78.73,RoundRobin,"[78.73, 0.984125, 0.0, 0.0, 0.0]",False
"[107.475, 0.895625, 0.0, 0.0, 0.0]",1.0,0,NO,107.475,RoundRobin,"[107.475, 0.895625, 0.0, 0.0, 0.0]",False
"[94.01, 1.175125, 0.0, 0.0, 0.0]",0.0,1,YES,94.01,FCFS,"[94.01, 1.175125, 0.0, 0.0, 0.0]",False
"[186.66, 1.166625, 0.0, 0.0, 0.0]",2.0,0,NO,186.66,FCFS,"[186.66, 1.166625, 0.0, 0.0, 0.0]",False
"[133.995, 1.116625, 0.0, 0.0, 0.0]",1.0,0,NO,133.995,RoundRobin,"[133.995, 1.116625, 0.0, 0.0, 0.0]",False
"[142.78, 0.892375, 0.0, 0.0, 0.0]",2.0,0,NO,142.78,FCFS,"[142.78, 0.892375, 0.0, 0.0, 0.0]",False
"[94.43, 1.180375, 0.0, 0.0, 0.0]",0.0,1,YES,94.43,FCFS,"[94.43, 1.180375, 0.0, 0.0, 0.0]",False
"[83.36, 1.042, 0.0, 0.0, 0.0]",0.0,1,YES,83.36,XGBoost,"[83.36, 1.042, 0.0, 0.0, 0.0]",False
"[151.0, 0.94375, 0.0, 0.0, 0.0]",2.0,0,NO,151.0,XGBoost,"[151.0, 0.94375, 0.0, 0.0, 0.0]",False
"[153.16, 0.95725, 0.0, 0.0, 0.0]",2.0,0,NO,153.16,RoundRobin,"[153.16, 0.95725, 0.0, 0.0, 0.0]",False
"[175.4, 1.09625, 0.0, 0.0, 0.0]",2.0,0,NO,175.4,RoundRobin,"[175.4, 1.09625, 0.0, 0.0, 0.0]",False
"[146.68, 0.91675, 0.0, 0.0, 0.0]",2.0,0,NO,146.68,XGBoost,"[146.68, 0.91675, 0.0, 0.0, 0.0]",False
"[76.46, 0.95575, 0.0, 0.0, 0.0]",0.0,1,YES,76.46,XGBoost,"[76.46, 0.95575, 0.0, 0.0, 0.0]",False
"[76.88, 0.961, 0.0, 0.0, 0.0]",0.0,1,YES,76.88,XGBoost,"[76.88, 0.961, 0.0, 0.0, 0.0]",False
"[98.19, 1.227375, 0.0, 0.0, 0.0]",0.0,1,YES,98.19,FCFS,"[98.19, 1.227375, 0.0, 0.0, 0.0]",False
"[149.92, 0.937, 0.0, 0.0, 0.0]",2.0,0,NO,149.92,FCFS,"[149.92, 0.937, 0.0, 0.0, 0.0]",False
"[145.245, 1.210375, 0.0, 0.0, 0.0]",1.0,0,NO,145.245,RoundRobin,"[145.245, 1.210375, 0.0, 0.0, 0.0]",False
"[50, 6428, 51, 16, 3]",0.0,1,YES,6.71,Original,"[50, 6428, 51, 16, 3]",False
"[169.2, 1.0575, 0.0, 0.0, 0.0]",2.0,1,YES,169.2,XGBoost,"[169.2, 1.0575, 0.0, 0.0, 0.0]",False
"[180.3, 1.126875, 0.0, 0.0, 0.0]",2.0,0,NO,180.3,FCFS,"[180.3, 1.126875, 0.0, 0.0, 0.0]",False
"[90.26, 1.12825, 0.0, 0.0, 0.0]",0.0,1,YES,90.26,FCFS,"[90.26, 1.12825, 0.0, 0.0, 0.0]",False
"[165.36, 1.0335, 0.0, 0.0, 0.0]",2.0,1,YES,165.36,XGBoost,"[165.36, 1.0335, 0.0, 0.0, 0.0]",False
"[98.83, 1.235375, 0.0, 0.0, 0.0]",0.0,1,YES,98.83,RoundRobin,"[98.83, 1.235375, 0.0, 0.0, 0.0]",False
"[199.32, 1.24575, 0.0, 0.0, 0.0]",2.0,1,YES,199.32,XGBoost,"[199.32, 1.24575, 0.0, 0.0, 0.0]",False
"[167.8, 1.04875, 0.0, 0.0, 0.0]",2.0,0,NO,167.8,FCFS,"[167.8, 1.04875, 0.0, 0.0, 0.0]",False
"[133.215, 1.110125, 0.0, 0.0, 0.0]",1.0,0,NO,133.215,FCFS,"[133.215, 1.110125, 0.0, 0.0, 0.0]",False
"[90.54, 1.13175, 0.0, 0.0, 0.0]",0.0,1,YES,90.54,XGBoost,"[90.54, 1.13175, 0.0, 0.0, 0.0]",False
"[98.78, 1.23475, 0.0, 0.0, 0.0]",0.0,1,YES,98.78,XGBoost,"[98.78, 1.23475, 0.0, 0.0, 0.0]",False
"[93, 3999, 81, 12, 2]",1.0,1,YES,3.11,Original,"[93, 3999, 81, 12, 2]",False
"[195.34, 1.220875, 0.0, 0.0, 0.0]",2.0,0,NO,195.34,RoundRobin,"[195.34, 1.220875, 0.0, 0.0, 0.0]",False
"[143.18, 0.894875, 0.0, 0.0, 0.0]",2.0,0,NO,143.18,RoundRobin,"[143.18, 0.894875, 0.0, 0.0, 0.0]",False
"[75.4, 0.9425, 0.0, 0.0, 0.0]",0.0,1,YES,75.4,XGBoost,"[75.4, 0.9425, 0.0, 0.0, 0.0]",False
"[93.48, 1.1685, 0.0, 0.0, 0.0]",0.0,1,YES,93.48,XGBoost,"[93.48, 1.1685, 0.0, 0.0, 0.0]",False
"[99.23, 1.240375, 0.0, 0.0, 0.0]",0.0,1,YES,99.23,XGBoost,"[99.23, 1.240375, 0.0, 0.0, 0.0]",False
"[185.58, 1.159875, 0.0, 0.0, 0.0]",2.0,0,NO,185.58,RoundRobin,"[185.58, 1.159875, 0.0, 0.0, 0.0]",False
"[87.98, 1.09975, 0.0, 0.0, 0.0]",0.0,1,YES,87.98,RoundRobin,"[87.98, 1.09975, 0.0, 0.0, 0.0]",False
"[148.56, 1.238, 0.0, 0.0, 0.0]",1.0,0,NO,148.56,FCFS,"[148.56, 1.238, 0.0, 0.0, 0.0]",False
"[105.96, 0.883, 0.0, 0.0, 0.0]",1.0,0,NO,105.96,FCFS,"[105.96, 0.883, 0.0, 0.0, 0.0]",False
"[149.055, 1.242125, 0.0, 0.0, 0.0]",1.0,0,NO,149.055,FCFS,"[149.055, 1.242125, 0.0, 0.0, 0.0]",False
"[197.0, 1.23125, 0.0, 0.0, 0.0]",2.0,0,NO,197.0,RoundRobin,"[197.0, 1.23125, 0.0, 0.0, 0.0]",False
"[78.32, 0.979, 0.0, 0.0, 0.0]",0.0,1,YES,78.32,RoundRobin,"[78.32, 0.979, 0.0, 0.0, 0.0]",False
"[157.12, 0.982, 0.0, 0.0, 0.0]",2.0,0,NO,157.12,FCFS,"[157.12, 0.982, 0.0, 0.0, 0.0]",False
"[91.39, 1.142375, 0.0, 0.0, 0.0]",0.0,1,YES,91.39,XGBoost,"[91.39, 1.142375, 0.0, 0.0, 0.0]",False
"[198.42, 1.240125, 0.0, 0.0, 0.0]",2.0,0,NO,198.42,FCFS,"[198.42, 1.240125, 0.0, 0.0, 0.0]",False
"[148.005, 1.233375, 0.0, 0.0, 0.0]",1.0,0,NO,148.005,RoundRobin,"[148.005, 1.233375, 0.0, 0.0, 0.0]",False
"[71.16, 0.8895, 0.0, 0.0, 0.0]",0.0,1,YES,71.16,FCFS,"[71.16, 0.8895, 0.0, 0.0, 0.0]",False
"[46, 15226, 51, 8, 2]",0.0,1,YES,5.34,Original,"[46, 15226, 51, 8, 2]",False
