StateVec,Action,Reward,SLAMet,CPUCost,Source,NextState,Done
"[139.305, 1.160875, 0.0, 0.0, 0.0]",1.0,0,NO,139.305,RoundRobin,"[139.305, 1.160875, 0.0, 0.0, 0.0]",False
"[90.32, 1.129, 0.0, 0.0, 0.0]",0.0,1,YES,90.32,XGBoost,"[90.32, 1.129, 0.0, 0.0, 0.0]",False
"[195.78, 1.223625, 0.0, 0.0, 0.0]",2.0,1,YES,195.78,XGBoost,"[195.78, 1.223625, 0.0, 0.0, 0.0]",False
"[126.645, 1.055375, 0.0, 0.0, 0.0]",1.0,0,NO,126.645,FCFS,"[126.645, 1.055375, 0.0, 0.0, 0.0]",False
"[86, 1179, 72, 46, 1]",0.0,1,YES,8.78,Original,"[86, 1179, 72, 46, 1]",False
"[88.43, 1.105375, 0.0, 0.0, 0.0]",0.0,1,YES,88.43,RoundRobin,"[88.43, 1.105375, 0.0, 0.0, 0.0]",False
"[95.02, 1.18775, 0.0, 0.0, 0.0]",0.0,1,YES,95.02,FCFS,"[95.02, 1.18775, 0.0, 0.0, 0.0]",False
"[198.0, 1.2375, 0.0, 0.0, 0.0]",2.0,0,NO,198.0,FCFS,"[198.0, 1.2375, 0.0, 0.0, 0.0]",False
"[179.2, 1.12, 0.0, 0.0, 0.0]",2.0,0,NO,179.2,RoundRobin,"[179.2, 1.12, 0.0, 0.0, 0.0]",False
"[96.95, 1.211875, 0.0, 0.0, 0.0]",0.0,1,YES,96.95,XGBoost,"[96.95, 1.211875, 0.0, 0.0, 0.0]",False
"[91.52, 1.144, 0.0, 0.0, 0.0]",0.0,1,YES,91.52,FCFS,"[91.52, 1.144, 0.0, 0.0, 0.0]",False
"[77.48, 0.9685, 0.0, 0.0, 0.0]",0.0,1,YES,77.48,XGBoost,"[77.48, 0.9685, 0.0, 0.0, 0.0]",False
"[77.25, 0.965625, 0.0, 0.0, 0.0]",0.0,1,YES,77.25,RoundRobin,"[77.25, 0.965625, 0.0, 0.0, 0.0]",False
"[82.09, 1.026125, 0.0, 0.0, 0.0]",0.0,1,YES,82.09,FCFS,"[82.09, 1.026125, 0.0, 0.0, 0.0]",False
"[73.24, 0.9155, 0.0, 0.0, 0.0]",0.0,1,YES,73.24,XGBoost,"[73.24, 0.9155, 0.0, 0.0, 0.0]",False
"[91, 562, 5, 26, 3]",1.0,1,YES,2.41,Original,"[91, 562, 5, 26, 3]",False
"[75.04, 0.938, 0.0, 0.0, 0.0]",0.0,1,YES,75.04,XGBoost,"[75.04, 0.938, 0.0, 0.0, 0.0]",False
"[190.54, 1.190875, 0.0, 0.0, 0.0]",2.0,0,NO,190.54,RoundRobin,"[190.54, 1.190875, 0.0, 0.0, 0.0]",False
"[127.44, 1.062, 0.0, 0.0, 0.0]",1.0,0,NO,127.44,RoundRobin,"[127.44, 1.062, 0.0, 0.0, 0.0]",False
"[84.0, 1.05, 0.0, 0.0, 0.0]",0.0,1,YES,84.0,XGBoost,"[84.0, 1.05, 0.0, 0.0, 0.0]",False
"[136.47, 1.13725, 0.0, 0.0, 0.0]",1.0,0,NO,136.47,FCFS,"[136.47, 1.13725, 0.0, 0.0, 0.0]",False
"[99.29, 1.241125, 0.0, 0.0, 0.0]",0.0,1,YES,99.29,RoundRobin,"[99.29, 1.241125, 0.0, 0.0, 0.0]",False
"[111.57, 0.92975, 0.0, 0.0, 0.0]",1.0,0,NO,111.57,FCFS,"[111.57, 0.92975, 0.0, 0.0, 0.0]",False
"[148.86, 1.2405, 0.0, 0.0, 0.0]",1.0,0,NO,148.86,RoundRobin,"[148.86, 1.2405, 0.0, 0.0, 0.0]",False
"[183.44, 1.1465, 0.0, 0.0, 0.0]",2.0,0,NO,183.44,RoundRobin,"[183.44, 1.1465, 0.0, 0.0, 0.0]",False
"[116.355, 0.969625, 0.0, 0.0, 0.0]",1.0,0,NO,116.355,RoundRobin,"[116.355, 0.969625, 0.0, 0.0, 0.0]",False
"[85.8, 1.0725, 0.0, 0.0, 0.0]",0.0,1,YES,85.8,FCFS,"[85.8, 1.0725, 0.0, 0.0, 0.0]",False
"[93.14, 1.16425, 0.0, 0.0, 0.0]",0.0,1,YES,93.14,RoundRobin,"[93.14, 1.16425, 0.0, 0.0, 0.0]",False
"[99.44, 1.243, 0.0, 0.0, 0.0]",0.0,1,YES,99.44,FCFS,"[99.44, 1.243, 0.0, 0.0, 0.0]",False
"[39, 12236, 34, 11, 2]",1.0,1,YES,1.95,Original,"[39, 12236, 34, 11, 2]",False
"[76.14, 0.95175, 0.0, 0.0, 0.0]",0.0,1,YES,76.14,XGBoost,"[76.14, 0.95175, 0.0, 0.0, 0.0]",False
"[97.48, 1.2185, 0.0, 0.0, 0.0]",0.0,1,YES,97.48,XGBoost,"[97.48, 1.2185, 0.0, 0.0, 0.0]",False
"[193.26, 1.207875, 0.0, 0.0, 0.0]",2.0,0,NO,193.26,RoundRobin,"[193.26, 1.207875, 0.0, 0.0, 0.0]",False
"[71.61, 0.895125, 0.0, 0.0, 0.0]",0.0,1,YES,71.61,XGBoost,"[71.61, 0.895125, 0.0, 0.0, 0.0]",False
"[72.93, 0.911625, 0.0, 0.0, 0.0]",0.0,1,YES,72.93,XGBoost,"[72.93, 0.911625, 0.0, 0.0, 0.0]",False
"[198.56, 1.241, 0.0, 0.0, 0.0]",2.0,0,NO,198.56,FCFS,"[198.56, 1.241, 0.0, 0.0, 0.0]",False
"[90.59, 1.132375, 0.0, 0.0, 0.0]",0.0,1,YES,90.59,XGBoost,"[90.59, 1.132375, 0.0, 0.0, 0.0]",False
"[95.96, 1.1995, 0.0, 0.0, 0.0]",0.0,1,YES,95.96,XGBoost,"[95.96, 1.1995, 0.0, 0.0, 0.0]",False
"[130.32, 1.086, 0.0, 0.0, 0.0]",1.0,0,NO,130.32,FCFS,"[130.32, 1.086, 0.0, 0.0, 0.0]",False
"[94.5, 1.18125, 0.0, 0.0, 0.0]",0.0,1,YES,94.5,RoundRobin,"[94.5, 1.18125, 0.0, 0.0, 0.0]",False
"[50, 2837, 64, 9, 3]",0.0,1,YES,7.34,Original,"[50, 2837, 64, 9, 3]",False
"[147.78, 0.923625, 0.0, 0.0, 0.0]",2.0,0,NO,147.78,RoundRobin,"[147.78, 0.923625, 0.0, 0.0, 0.0]",False
"[56, 12477, 20, 46, 2]",1.0,1,YES,3.83,Original,"[56, 12477, 20, 46, 2]",False
"[109.95, 0.91625, 0.0, 0.0, 0.0]",1.0,0,NO,109.95,FCFS,"[109.95, 0.91625, 0.0, 0.0, 0.0]",False
"[99.9, 1.24875, 0.0, 0.0, 0.0]",0.0,1,YES,99.9,XGBoost,"[99.9, 1.24875, 0.0, 0.0, 0.0]",False
"[190.46, 1.190375, 0.0, 0.0, 0.0]",2.0,0,NO,190.46,FCFS,"[190.46, 1.190375, 0.0, 0.0, 0.0]",False
"[93.35, 1.166875, 0.0, 0.0, 0.0]",0.0,1,YES,93.35,XGBoost,"[93.35, 1.166875, 0.0, 0.0, 0.0]",False
"[87.28, 1.091, 0.0, 0.0, 0.0]",0.0,1,YES,87.28,XGBoost,"[87.28, 1.091, 0.0, 0.0, 0.0]",False
"[86, 16168, 39, 26, 1]",1.0,1,YES,3.58,Original,"[86, 16168, 39, 26, 1]",False
"[79.21, 0.990125, 0.0, 0.0, 0.0]",0.0,1,YES,79.21,XGBoost,"[79.21, 0.990125, 0.0, 0.0, 0.0]",False
"[199.3, 1.245625, 0.0, 0.0, 0.0]",2.0,0,NO,199.3,RoundRobin,"[199.3, 1.245625, 0.0, 0.0, 0.0]",False
"[70.91, 0.886375, 0.0, 0.0, 0.0]",0.0,1,YES,70.91,XGBoost,"[70.91, 0.886375, 0.0, 0.0, 0.0]",False
"[192.62, 1.203875, 0.0, 0.0, 0.0]",2.0,0,NO,192.62,FCFS,"[192.62, 1.203875, 0.0, 0.0, 0.0]",False
"[119.34, 0.9945, 0.0, 0.0, 0.0]",1.0,0,NO,119.34,FCFS,"[119.34, 0.9945, 0.0, 0.0, 0.0]",False
"[143.48, 0.89675, 0.0, 0.0, 0.0]",2.0,0,NO,143.48,FCFS,"[143.48, 0.89675, 0.0, 0.0, 0.0]",False
"[180.24, 1.1265, 0.0, 0.0, 0.0]",2.0,0,NO,180.24,FCFS,"[180.24, 1.1265, 0.0, 0.0, 0.0]",False
"[77.79, 0.972375, 0.0, 0.0, 0.0]",0.0,1,YES,77.79,XGBoost,"[77.79, 0.972375, 0.0, 0.0, 0.0]",False
"[70.83, 0.885375, 0.0, 0.0, 0.0]",0.0,1,YES,70.83,RoundRobin,"[70.83, 0.885375, 0.0, 0.0, 0.0]",False
"[110.4, 0.92, 0.0, 0.0, 0.0]",1.0,0,NO,110.4,FCFS,"[110.4, 0.92, 0.0, 0.0, 0.0]",False
"[155.64, 0.97275, 0.0, 0.0, 0.0]",2.0,0,NO,155.64,FCFS,"[155.64, 0.97275, 0.0, 0.0, 0.0]",False
"[122.34, 1.0195, 0.0, 0.0, 0.0]",1.0,0,NO,122.34,FCFS,"[122.34, 1.0195, 0.0, 0.0, 0.0]",False
"[71.95, 0.899375, 0.0, 0.0, 0.0]",0.0,1,YES,71.95,FCFS,"[71.95, 0.899375, 0.0, 0.0, 0.0]",False
"[50, 9856, 64, 45, 1]",0.0,1,YES,6.07,Original,"[50, 9856, 64, 45, 1]",False
"[89.14, 1.11425, 0.0, 0.0, 0.0]",0.0,1,YES,89.14,XGBoost,"[89.14, 1.11425, 0.0, 0.0, 0.0]",False
"[93.34, 1.16675, 0.0, 0.0, 0.0]",0.0,1,YES,93.34,FCFS,"[93.34, 1.16675, 0.0, 0.0, 0.0]",False
"[196.88, 1.2305, 0.0, 0.0, 0.0]",2.0,1,YES,196.88,XGBoost,"[196.88, 1.2305, 0.0, 0.0, 0.0]",False
"[83.84, 1.048, 0.0, 0.0, 0.0]",0.0,1,YES,83.84,XGBoost,"[83.84, 1.048, 0.0, 0.0, 0.0]",False
"[87.94, 1.09925, 0.0, 0.0, 0.0]",0.0,1,YES,87.94,FCFS,"[87.94, 1.09925, 0.0, 0.0, 0.0]",False
"[78.93, 0.986625, 0.0, 0.0, 0.0]",0.0,1,YES,78.93,FCFS,"[78.93, 0.986625, 0.0, 0.0, 0.0]",False
"[148.28, 0.92675, 0.0, 0.0, 0.0]",2.0,0,NO,148.28,FCFS,"[148.28, 0.92675, 0.0, 0.0, 0.0]",False
"[77.14, 0.96425, 0.0, 0.0, 0.0]",0.0,1,YES,77.14,RoundRobin,"[77.14, 0.96425, 0.0, 0.0, 0.0]",False
"[168.68, 1.05425, 0.0, 0.0, 0.0]",2.0,0,NO,168.68,FCFS,"[168.68, 1.05425, 0.0, 0.0, 0.0]",False
"[154.36, 0.96475, 0.0, 0.0, 0.0]",2.0,0,NO,154.36,XGBoost,"[154.36, 0.96475, 0.0, 0.0, 0.0]",False
"[86.67, 1.083375, 0.0, 0.0, 0.0]",0.0,1,YES,86.67,FCFS,"[86.67, 1.083375, 0.0, 0.0, 0.0]",False
"[80.56, 1.007, 0.0, 0.0, 0.0]",0.0,1,YES,80.56,FCFS,"[80.56, 1.007, 0.0, 0.0, 0.0]",False
"[127.455, 1.062125, 0.0, 0.0, 0.0]",1.0,0,NO,127.455,RoundRobin,"[127.455, 1.062125, 0.0, 0.0, 0.0]",False
"[84.48, 1.056, 0.0, 0.0, 0.0]",0.0,1,YES,84.48,XGBoost,"[84.48, 1.056, 0.0, 0.0, 0.0]",False
"[57, 12978, 57, 46, 1]",0.0,1,YES,7.27,Original,"[57, 12978, 57, 46, 1]",False
"[110.34, 0.9195, 0.0, 0.0, 0.0]",1.0,0,NO,110.34,RoundRobin,"[110.34, 0.9195, 0.0, 0.0, 0.0]",False
"[131.4, 1.095, 0.0, 0.0, 0.0]",1.0,0,NO,131.4,RoundRobin,"[131.4, 1.095, 0.0, 0.0, 0.0]",False
"[167.46, 1.046625, 0.0, 0.0, 0.0]",2.0,1,YES,167.46,XGBoost,"[167.46, 1.046625, 0.0, 0.0, 0.0]",False
"[199.64, 1.24775, 0.0, 0.0, 0.0]",2.0,0,NO,199.64,RoundRobin,"[199.64, 1.24775, 0.0, 0.0, 0.0]",False
"[77.01, 0.962625, 0.0, 0.0, 0.0]",0.0,1,YES,77.01,FCFS,"[77.01, 0.962625, 0.0, 0.0, 0.0]",False
"[155.2, 0.97, 0.0, 0.0, 0.0]",2.0,0,NO,155.2,FCFS,"[155.2, 0.97, 0.0, 0.0, 0.0]",False
"[74.1, 0.92625, 0.0, 0.0, 0.0]",0.0,1,YES,74.1,FCFS,"[74.1, 0.92625, 0.0, 0.0, 0.0]",False
"[150.12, 0.93825, 0.0, 0.0, 0.0]",2.0,0,NO,150.12,FCFS,"[150.12, 0.93825, 0.0, 0.0, 0.0]",False
"[88.02, 1.10025, 0.0, 0.0, 0.0]",0.0,1,YES,88.02,XGBoost,"[88.02, 1.10025, 0.0, 0.0, 0.0]",False
"[61, 8044, 92, 39, 2]",0.0,1,YES,7.97,Original,"[61, 8044, 92, 39, 2]",False
"[146.28, 1.219, 0.0, 0.0, 0.0]",1.0,0,NO,146.28,RoundRobin,"[146.28, 1.219, 0.0, 0.0, 0.0]",False
"[169.32, 1.05825, 0.0, 0.0, 0.0]",2.0,0,NO,169.32,FCFS,"[169.32, 1.05825, 0.0, 0.0, 0.0]",False
"[76.83, 0.960375, 0.0, 0.0, 0.0]",0.0,1,YES,76.83,XGBoost,"[76.83, 0.960375, 0.0, 0.0, 0.0]",False
"[76.24, 0.953, 0.0, 0.0, 0.0]",0.0,1,YES,76.24,XGBoost,"[76.24, 0.953, 0.0, 0.0, 0.0]",False
"[72.81, 0.910125, 0.0, 0.0, 0.0]",0.0,1,YES,72.81,FCFS,"[72.81, 0.910125, 0.0, 0.0, 0.0]",False
"[86.67, 1.083375, 0.0, 0.0, 0.0]",0.0,1,YES,86.67,FCFS,"[86.67, 1.083375, 0.0, 0.0, 0.0]",False
"[73.19, 0.914875, 0.0, 0.0, 0.0]",0.0,1,YES,73.19,RoundRobin,"[73.19, 0.914875, 0.0, 0.0, 0.0]",False
"[94.98, 1.18725, 0.0, 0.0, 0.0]",0.0,1,YES,94.98,FCFS,"[94.98, 1.18725, 0.0, 0.0, 0.0]",False
"[159.78, 0.998625, 0.0, 0.0, 0.0]",2.0,0,NO,159.78,FCFS,"[159.78, 0.998625, 0.0, 0.0, 0.0]",False
"[35, 572, 25, 11, 3]",0.0,1,YES,9.49,Original,"[35, 572, 25, 11, 3]",False
"[178.76, 1.11725, 0.0, 0.0, 0.0]",2.0,0,NO,178.76,RoundRobin,"[178.76, 1.11725, 0.0, 0.0, 0.0]",False
"[99.59, 1.244875, 0.0, 0.0, 0.0]",0.0,1,YES,99.59,RoundRobin,"[99.59, 1.244875, 0.0, 0.0, 0.0]",False
"[89.64, 1.1205, 0.0, 0.0, 0.0]",0.0,1,YES,89.64,FCFS,"[89.64, 1.1205, 0.0, 0.0, 0.0]",False
"[84.14, 1.05175, 0.0, 0.0, 0.0]",0.0,1,YES,84.14,XGBoost,"[84.14, 1.05175, 0.0, 0.0, 0.0]",False
"[133.89, 1.11575, 0.0, 0.0, 0.0]",1.0,0,NO,133.89,FCFS,"[133.89, 1.11575, 0.0, 0.0, 0.0]",False
"[33, 10333, 67, 44, 1]",0.0,1,YES,5.84,Original,"[33, 10333, 67, 44, 1]",False
"[152.16, 0.951, 0.0, 0.0, 0.0]",2.0,0,NO,152.16,RoundRobin,"[152.16, 0.951, 0.0, 0.0, 0.0]",False
"[79.53, 0.994125, 0.0, 0.0, 0.0]",0.0,1,YES,79.53,FCFS,"[79.53, 0.994125, 0.0, 0.0, 0.0]",False
"[174.82, 1.092625, 0.0, 0.0, 0.0]",2.0,0,NO,174.82,RoundRobin,"[174.82, 1.092625, 0.0, 0.0, 0.0]",False
"[115.29, 0.96075, 0.0, 0.0, 0.0]",1.0,0,NO,115.29,FCFS,"[115.29, 0.96075, 0.0, 0.0, 0.0]",False
"[113.985, 0.949875, 0.0, 0.0, 0.0]",1.0,0,NO,113.985,FCFS,"[113.985, 0.949875, 0.0, 0.0, 0.0]",False
"[198.72, 1.242, 0.0, 0.0, 0.0]",2.0,1,YES,198.72,XGBoost,"[198.72, 1.242, 0.0, 0.0, 0.0]",False
"[112.575, 0.938125, 0.0, 0.0, 0.0]",1.0,0,NO,112.575,RoundRobin,"[112.575, 0.938125, 0.0, 0.0, 0.0]",False
"[89.18, 1.11475, 0.0, 0.0, 0.0]",0.0,1,YES,89.18,XGBoost,"[89.18, 1.11475, 0.0, 0.0, 0.0]",False
"[79, 3698, 97, 7, 2]",1.0,1,YES,1.09,Original,"[79, 3698, 97, 7, 2]",False
"[179.56, 1.12225, 0.0, 0.0, 0.0]",2.0,1,YES,179.56,XGBoost,"[179.56, 1.12225, 0.0, 0.0, 0.0]",False
"[81.81, 1.022625, 0.0, 0.0, 0.0]",0.0,1,YES,81.81,XGBoost,"[81.81, 1.022625, 0.0, 0.0, 0.0]",False
"[93.95, 1.174375, 0.0, 0.0, 0.0]",0.0,1,YES,93.95,RoundRobin,"[93.95, 1.174375, 0.0, 0.0, 0.0]",False
"[85.77, 1.072125, 0.0, 0.0, 0.0]",0.0,1,YES,85.77,XGBoost,"[85.77, 1.072125, 0.0, 0.0, 0.0]",False
"[70.33, 0.879125, 0.0, 0.0, 0.0]",0.0,1,YES,70.33,XGBoost,"[70.33, 0.879125, 0.0, 0.0, 0.0]",False
"[161.88, 1.01175, 0.0, 0.0, 0.0]",2.0,0,NO,161.88,FCFS,"[161.88, 1.01175, 0.0, 0.0, 0.0]",False
"[161.68, 1.0105, 0.0, 0.0, 0.0]",2.0,0,NO,161.68,FCFS,"[161.68, 1.0105, 0.0, 0.0, 0.0]",False
"[147.46, 0.921625, 0.0, 0.0, 0.0]",2.0,0,NO,147.46,RoundRobin,"[147.46, 0.921625, 0.0, 0.0, 0.0]",False
"[87.74, 1.09675, 0.0, 0.0, 0.0]",0.0,1,YES,87.74,FCFS,"[87.74, 1.09675, 0.0, 0.0, 0.0]",False
"[70.02, 0.87525, 0.0, 0.0, 0.0]",0.0,1,YES,70.02,FCFS,"[70.02, 0.87525, 0.0, 0.0, 0.0]",False
"[73.07, 0.913375, 0.0, 0.0, 0.0]",0.0,1,YES,73.07,XGBoost,"[73.07, 0.913375, 0.0, 0.0, 0.0]",False
"[83.77, 1.047125, 0.0, 0.0, 0.0]",0.0,1,YES,83.77,XGBoost,"[83.77, 1.047125, 0.0, 0.0, 0.0]",False
"[111.78, 0.9315, 0.0, 0.0, 0.0]",1.0,0,NO,111.78,FCFS,"[111.78, 0.9315, 0.0, 0.0, 0.0]",False
"[188.74, 1.179625, 0.0, 0.0, 0.0]",2.0,0,NO,188.74,RoundRobin,"[188.74, 1.179625, 0.0, 0.0, 0.0]",False
"[86.7, 1.08375, 0.0, 0.0, 0.0]",0.0,1,YES,86.7,RoundRobin,"[86.7, 1.08375, 0.0, 0.0, 0.0]",False
"[179.18, 1.119875, 0.0, 0.0, 0.0]",2.0,0,NO,179.18,FCFS,"[179.18, 1.119875, 0.0, 0.0, 0.0]",False
"[74.1, 0.92625, 0.0, 0.0, 0.0]",0.0,1,YES,74.1,XGBoost,"[74.1, 0.92625, 0.0, 0.0, 0.0]",False
"[163.82, 1.023875, 0.0, 0.0, 0.0]",2.0,0,NO,163.82,RoundRobin,"[163.82, 1.023875, 0.0, 0.0, 0.0]",False
"[124.065, 1.033875, 0.0, 0.0, 0.0]",1.0,0,NO,124.065,FCFS,"[124.065, 1.033875, 0.0, 0.0, 0.0]",False
"[166.74, 1.042125, 0.0, 0.0, 0.0]",2.0,0,NO,166.74,RoundRobin,"[166.74, 1.042125, 0.0, 0.0, 0.0]",False
"[192.34, 1.202125, 0.0, 0.0, 0.0]",2.0,0,NO,192.34,FCFS,"[192.34, 1.202125, 0.0, 0.0, 0.0]",False
"[186.42, 1.165125, 0.0, 0.0, 0.0]",2.0,0,NO,186.42,RoundRobin,"[186.42, 1.165125, 0.0, 0.0, 0.0]",False
"[89.26, 1.11575, 0.0, 0.0, 0.0]",0.0,1,YES,89.26,FCFS,"[89.26, 1.11575, 0.0, 0.0, 0.0]",False
"[138.255, 1.152125, 0.0, 0.0, 0.0]",1.0,0,NO,138.255,FCFS,"[138.255, 1.152125, 0.0, 0.0, 0.0]",False
"[126.75, 1.05625, 0.0, 0.0, 0.0]",1.0,0,NO,126.75,FCFS,"[126.75, 1.05625, 0.0, 0.0, 0.0]",False
"[174.04, 1.08775, 0.0, 0.0, 0.0]",2.0,1,YES,174.04,XGBoost,"[174.04, 1.08775, 0.0, 0.0, 0.0]",False
"[98.47, 1.230875, 0.0, 0.0, 0.0]",0.0,1,YES,98.47,RoundRobin,"[98.47, 1.230875, 0.0, 0.0, 0.0]",False
"[169.44, 1.059, 0.0, 0.0, 0.0]",2.0,1,YES,169.44,XGBoost,"[169.44, 1.059, 0.0, 0.0, 0.0]",False
"[86.81, 1.085125, 0.0, 0.0, 0.0]",0.0,1,YES,86.81,RoundRobin,"[86.81, 1.085125, 0.0, 0.0, 0.0]",False
"[87.54, 1.09425, 0.0, 0.0, 0.0]",0.0,1,YES,87.54,XGBoost,"[87.54, 1.09425, 0.0, 0.0, 0.0]",False
"[147.64, 0.92275, 0.0, 0.0, 0.0]",2.0,0,NO,147.64,XGBoost,"[147.64, 0.92275, 0.0, 0.0, 0.0]",False
"[83, 3693, 88, 30, 1]",0.0,1,YES,5.71,Original,"[83, 3693, 88, 30, 1]",False
"[107.31, 0.89425, 0.0, 0.0, 0.0]",1.0,0,NO,107.31,RoundRobin,"[107.31, 0.89425, 0.0, 0.0, 0.0]",False
"[140.98, 0.881125, 0.0, 0.0, 0.0]",2.0,0,NO,140.98,RoundRobin,"[140.98, 0.881125, 0.0, 0.0, 0.0]",False
"[91.01, 1.137625, 0.0, 0.0, 0.0]",0.0,1,YES,91.01,XGBoost,"[91.01, 1.137625, 0.0, 0.0, 0.0]",False
"[84.87, 1.060875, 0.0, 0.0, 0.0]",0.0,1,YES,84.87,FCFS,"[84.87, 1.060875, 0.0, 0.0, 0.0]",False
"[97.91, 1.223875, 0.0, 0.0, 0.0]",0.0,1,YES,97.91,XGBoost,"[97.91, 1.223875, 0.0, 0.0, 0.0]",False
"[150.6, 0.94125, 0.0, 0.0, 0.0]",2.0,0,NO,150.6,RoundRobin,"[150.6, 0.94125, 0.0, 0.0, 0.0]",False
"[152.72, 0.9545, 0.0, 0.0, 0.0]",2.0,0,NO,152.72,FCFS,"[152.72, 0.9545, 0.0, 0.0, 0.0]",False
"[145.12, 0.907, 0.0, 0.0, 0.0]",2.0,0,NO,145.12,XGBoost,"[145.12, 0.907, 0.0, 0.0, 0.0]",False
"[177.5, 1.109375, 0.0, 0.0, 0.0]",2.0,0,NO,177.5,RoundRobin,"[177.5, 1.109375, 0.0, 0.0, 0.0]",False
"[32, 16354, 94, 5, 3]",0.0,1,YES,5.24,Original,"[32, 16354, 94, 5, 3]",False
"[119.07, 0.99225, 0.0, 0.0, 0.0]",1.0,0,NO,119.07,FCFS,"[119.07, 0.99225, 0.0, 0.0, 0.0]",False
"[97.28, 1.216, 0.0, 0.0, 0.0]",0.0,1,YES,97.28,XGBoost,"[97.28, 1.216, 0.0, 0.0, 0.0]",False
"[84.57, 1.057125, 0.0, 0.0, 0.0]",0.0,1,YES,84.57,XGBoost,"[84.57, 1.057125, 0.0, 0.0, 0.0]",False
"[94.33, 1.179125, 0.0, 0.0, 0.0]",0.0,1,YES,94.33,XGBoost,"[94.33, 1.179125, 0.0, 0.0, 0.0]",False
"[70.3, 0.87875, 0.0, 0.0, 0.0]",0.0,1,YES,70.3,RoundRobin,"[70.3, 0.87875, 0.0, 0.0, 0.0]",False
"[194.26, 1.214125, 0.0, 0.0, 0.0]",2.0,0,NO,194.26,RoundRobin,"[194.26, 1.214125, 0.0, 0.0, 0.0]",False
"[82.46, 1.03075, 0.0, 0.0, 0.0]",0.0,1,YES,82.46,XGBoost,"[82.46, 1.03075, 0.0, 0.0, 0.0]",False
"[85.72, 1.0715, 0.0, 0.0, 0.0]",0.0,1,YES,85.72,XGBoost,"[85.72, 1.0715, 0.0, 0.0, 0.0]",False
"[118.695, 0.989125, 0.0, 0.0, 0.0]",1.0,0,NO,118.695,FCFS,"[118.695, 0.989125, 0.0, 0.0, 0.0]",False
"[89.22, 1.11525, 0.0, 0.0, 0.0]",0.0,1,YES,89.22,XGBoost,"[89.22, 1.11525, 0.0, 0.0, 0.0]",False
"[178.88, 1.118, 0.0, 0.0, 0.0]",2.0,0,NO,178.88,RoundRobin,"[178.88, 1.118, 0.0, 0.0, 0.0]",False
"[76.32, 0.954, 0.0, 0.0, 0.0]",0.0,1,YES,76.32,RoundRobin,"[76.32, 0.954, 0.0, 0.0, 0.0]",False
"[165.1, 1.031875, 0.0, 0.0, 0.0]",2.0,0,NO,165.1,FCFS,"[165.1, 1.031875, 0.0, 0.0, 0.0]",False
"[84.2, 1.0525, 0.0, 0.0, 0.0]",0.0,1,YES,84.2,XGBoost,"[84.2, 1.0525, 0.0, 0.0, 0.0]",False
"[77.22, 0.96525, 0.0, 0.0, 0.0]",0.0,1,YES,77.22,XGBoost,"[77.22, 0.96525, 0.0, 0.0, 0.0]",False
"[97.45, 1.218125, 0.0, 0.0, 0.0]",0.0,1,YES,97.45,RoundRobin,"[97.45, 1.218125, 0.0, 0.0, 0.0]",False
"[167.36, 1.046, 0.0, 0.0, 0.0]",2.0,0,NO,167.36,FCFS,"[167.36, 1.046, 0.0, 0.0, 0.0]",False
"[157.38, 0.983625, 0.0, 0.0, 0.0]",2.0,0,NO,157.38,FCFS,"[157.38, 0.983625, 0.0, 0.0, 0.0]",False
"[84.83, 1.060375, 0.0, 0.0, 0.0]",0.0,1,YES,84.83,XGBoost,"[84.83, 1.060375, 0.0, 0.0, 0.0]",False
"[81, 13873, 40, 23, 3]",0.0,1,YES,7.67,Original,"[81, 13873, 40, 23, 3]",False
"[192.94, 1.205875, 0.0, 0.0, 0.0]",2.0,0,NO,192.94,FCFS,"[192.94, 1.205875, 0.0, 0.0, 0.0]",False
"[82.13, 1.026625, 0.0, 0.0, 0.0]",0.0,1,YES,82.13,XGBoost,"[82.13, 1.026625, 0.0, 0.0, 0.0]",False
"[91.8, 1.1475, 0.0, 0.0, 0.0]",0.0,1,YES,91.8,XGBoost,"[91.8, 1.1475, 0.0, 0.0, 0.0]",False
"[76.03, 0.950375, 0.0, 0.0, 0.0]",0.0,1,YES,76.03,XGBoost,"[76.03, 0.950375, 0.0, 0.0, 0.0]",False
"[79.98, 0.99975, 0.0, 0.0, 0.0]",0.0,1,YES,79.98,XGBoost,"[79.98, 0.99975, 0.0, 0.0, 0.0]",False
"[84.89, 1.061125, 0.0, 0.0, 0.0]",0.0,1,YES,84.89,RoundRobin,"[84.89, 1.061125, 0.0, 0.0, 0.0]",False
"[73.85, 0.923125, 0.0, 0.0, 0.0]",0.0,1,YES,73.85,XGBoost,"[73.85, 0.923125, 0.0, 0.0, 0.0]",False
"[86.77, 1.084625, 0.0, 0.0, 0.0]",0.0,1,YES,86.77,XGBoost,"[86.77, 1.084625, 0.0, 0.0, 0.0]",False
"[150.38, 0.939875, 0.0, 0.0, 0.0]",2.0,0,NO,150.38,FCFS,"[150.38, 0.939875, 0.0, 0.0, 0.0]",False
"[92.36, 1.1545, 0.0, 0.0, 0.0]",0.0,1,YES,92.36,XGBoost,"[92.36, 1.1545, 0.0, 0.0, 0.0]",False
"[89.63, 1.120375, 0.0, 0.0, 0.0]",0.0,1,YES,89.63,XGBoost,"[89.63, 1.120375, 0.0, 0.0, 0.0]",False
"[63, 14999, 38, 26, 2]",0.0,1,YES,7.81,Original,"[63, 14999, 38, 26, 2]",False
