TaskID,SelectedCloud,StartTime,EndTime,ExecutionTime,CPUCost,SLADuration,SLAMet
1482,1,763.4441434,764.4911434,1.047,109.935,0.916125,NO
1483,2,763.7678352,765.5820352,1.8142,181.42,1.133875,NO
1484,1,763.905119,765.1998332,1.294714286,135.945,1.132875,NO
1485,1,765.2751813,766.4306099,1.155428571,121.32,1.011,NO
1486,0,765.684816,766.578416,0.8936,89.36,1.117,YES
1487,1,766.1060137,767.5331566,1.427142857,149.85,1.24875,NO
1488,1,766.1148645,767.4312931,1.316428571,138.225,1.151875,NO
1489,2,767.0419839,768.8587839,1.8168,181.68,1.1355,NO
1490,1,767.165561,768.1831324,1.017571429,106.845,0.890375,NO
1491,0,767.6627414,768.5768414,0.9141,91.41,1.142625,YES
1492,2,767.7717727,769.4497727,1.678,167.8,1.04875,NO
1493,0,768.6444039,769.6342039,0.9898,98.98,1.23725,YES
1494,1,769.2653078,770.5010221,1.235714286,129.75,1.08125,NO
1495,2,769.9803282,771.4711282,1.4908,149.08,0.93175,NO
1496,1,770.4664163,771.6929877,1.226571429,128.79,1.07325,NO
1497,1,771.4080935,772.6142364,1.206142857,126.645,1.055375,NO
1498,2,771.5576476,773.2746476,1.717,171.7,1.073125,NO
1499,1,771.6157481,773.0178909,1.402142857,147.225,1.226875,NO
1500,0,771.6415957,772.3785957,0.737,73.7,0.92125,YES
1501,2,771.7932332,773.6546332,1.8614,186.14,1.163375,NO
1502,0,772.0136264,772.9748264,0.9612,96.12,1.2015,YES
1503,0,773.7950649,774.6196649,0.8246,82.46,1.03075,YES
1504,1,774.6254967,775.7609253,1.135428571,119.22,0.9935,NO
